STATE_FIPS,COUNTY_FIPS,RATE,STATE,COUNTY
46,93,3.2,SOUTH DAKOTA,MEADE
46,95,4.6,SOUTH DAKOTA,MELLETTE
46,97,2.8,SOUTH DAKOTA,MINER
46,99,2.6,SOUTH DAKOTA,MINNEHAHA
46,101,3.4,SOUTH DAKOTA,MOODY
46,102,10.7,SOUTH DAKOTA,OGLALA LAKOTA
46,103,3.1,SOUTH DAKOTA,PENNINGTON
46,105,2.6,SOUTH DAKOTA,PERKINS
46,107,3.1,SOUTH DAKOTA,POTTER
46,109,4.4,SOUTH DAKOTA,ROBERTS
46,111,3.3,SOUTH DAKOTA,SANBORN
46,115,3.2,SOUTH DAKOTA,SPINK
46,117,3.1,SOUTH DAKOTA,STANLEY
46,119,2.9,SOUTH DAKOTA,SULLY
46,121,6.1,SOUTH DAKOTA,TODD
46,123,2.6,SOUTH DAKOTA,TRIPP
46,125,3.0,SOUTH DAKOTA,TURNER
46,127,3.4,SOUTH DAKOTA,UNION
46,129,4.7,SOUTH DAKOTA,WALWORTH
46,135,2.7,SOUTH DAKOTA,YANKTON
46,137,4.9,SOUTH DAKOTA,ZIEBACH
47,1,3.9,TENNESSEE,ANDERSON
47,3,3.9,TENNESSEE,BEDFORD
47,5,5.4,TENNESSEE,BENTON
47,7,5.9,TENNESSEE,BLEDSOE
47,9,3.5,TENNESSEE,BLOUNT
47,11,3.6,TENNESSEE,BRADLEY
47,13,5.2,TENNESSEE,CAMPBELL
47,15,3.5,TENNESSEE,CANNON
47,17,5.1,TENNESSEE,CARROLL
47,19,4.6,TENNESSEE,CARTER
47,21,3.1,TENNESSEE,CHEATHAM
47,23,4.0,TENNESSEE,CHESTER
47,25,4.7,TENNESSEE,CLAIBORNE
47,27,5.1,TENNESSEE,CLAY
47,29,5.3,TENNESSEE,COCKE
47,31,3.7,TENNESSEE,COFFEE
47,33,4.1,TENNESSEE,CROCKETT
47,35,4.7,TENNESSEE,CUMBERLAND
47,37,2.8,TENNESSEE,DAVIDSON
47,39,5.2,TENNESSEE,DECATUR
47,41,4.8,TENNESSEE,DEKALB
47,43,3.4,TENNESSEE,DICKSON
47,45,4.8,TENNESSEE,DYER
47,47,4.0,TENNESSEE,FAYETTE
47,49,4.5,TENNESSEE,FENTRESS
47,51,3.8,TENNESSEE,FRANKLIN
47,53,4.6,TENNESSEE,GIBSON
47,55,3.4,TENNESSEE,GILES
47,57,4.3,TENNESSEE,GRAINGER
47,59,4.6,TENNESSEE,GREENE
47,61,5.0,TENNESSEE,GRUNDY
47,63,4.1,TENNESSEE,HAMBLEN
47,65,3.7,TENNESSEE,HAMILTON
47,67,5.8,TENNESSEE,HANCOCK
47,69,5.2,TENNESSEE,HARDEMAN
47,71,4.7,TENNESSEE,HARDIN
47,73,4.3,TENNESSEE,HAWKINS
47,75,5.2,TENNESSEE,HAYWOOD
47,77,5.2,TENNESSEE,HENDERSON
47,79,4.5,TENNESSEE,HENRY
47,81,3.4,TENNESSEE,HICKMAN
47,83,5.8,TENNESSEE,HOUSTON
47,85,4.3,TENNESSEE,HUMPHREYS
47,87,5.4,TENNESSEE,JACKSON
47,89,4.0,TENNESSEE,JEFFERSON
47,91,3.9,TENNESSEE,JOHNSON
47,93,3.2,TENNESSEE,KNOX
47,95,5.6,TENNESSEE,LAKE
47,97,5.8,TENNESSEE,LAUDERDALE
47,99,4.4,TENNESSEE,LAWRENCE
47,101,4.6,TENNESSEE,LEWIS
47,103,3.3,TENNESSEE,LINCOLN
47,105,3.7,TENNESSEE,LOUDON
47,107,4.4,TENNESSEE,MCMINN
47,109,5.6,TENNESSEE,MCNAIRY
47,111,3.4,TENNESSEE,MACON
47,113,3.9,TENNESSEE,MADISON
47,115,4.9,TENNESSEE,MARION
47,117,3.5,TENNESSEE,MARSHALL
47,119,3.2,TENNESSEE,MAURY
47,121,5.2,TENNESSEE,MEIGS
47,123,4.0,TENNESSEE,MONROE
47,125,4.1,TENNESSEE,MONTGOMERY
47,127,3.1,TENNESSEE,MOORE
47,129,4.9,TENNESSEE,MORGAN
47,131,5.5,TENNESSEE,OBION
47,133,4.1,TENNESSEE,OVERTON
47,135,4.8,TENNESSEE,PERRY
47,137,4.4,TENNESSEE,PICKETT
47,139,4.5,TENNESSEE,POLK
47,141,3.8,TENNESSEE,PUTNAM
47,143,6.5,TENNESSEE,RHEA
47,145,4.4,TENNESSEE,ROANE
47,147,3.4,TENNESSEE,ROBERTSON
47,149,2.9,TENNESSEE,RUTHERFORD
47,151,5.1,TENNESSEE,SCOTT
47,153,5.0,TENNESSEE,SEQUATCHIE
47,155,4.0,TENNESSEE,SEVIER
47,157,4.4,TENNESSEE,SHELBY
47,159,3.6,TENNESSEE,SMITH
47,161,5.4,TENNESSEE,STEWART
47,163,4.0,TENNESSEE,SULLIVAN
47,165,3.0,TENNESSEE,SUMNER
47,167,4.4,TENNESSEE,TIPTON
47,169,3.5,TENNESSEE,TROUSDALE
47,171,5.4,TENNESSEE,UNICOI
47,173,4.4,TENNESSEE,UNION
47,175,4.3,TENNESSEE,VAN BUREN
47,177,4.0,TENNESSEE,WARREN
47,179,3.8,TENNESSEE,WASHINGTON
47,181,5.3,TENNESSEE,WAYNE
47,183,4.9,TENNESSEE,WEAKLEY
47,185,4.0,TENNESSEE,WHITE
47,187,2.7,TENNESSEE,WILLIAMSON
47,189,3.0,TENNESSEE,WILSON
48,1,3.7,TEXAS,ANDERSON
48,3,3.1,TEXAS,ANDREWS
48,5,5.1,TEXAS,ANGELINA
48,7,6.9,TEXAS,ARANSAS
48,9,3.4,TEXAS,ARCHER
48,11,2.6,TEXAS,ARMSTRONG
48,13,4.3,TEXAS,ATASCOSA
48,15,4.4,TEXAS,AUSTIN
48,17,4.3,TEXAS,BAILEY
48,19,3.6,TEXAS,BANDERA
48,21,3.6,TEXAS,BASTROP
48,23,3.4,TEXAS,BAYLOR
48,25,6.5,TEXAS,BEE
48,27,4.3,TEXAS,BELL
48,29,3.6,TEXAS,BEXAR
48,31,2.8,TEXAS,BLANCO
48,33,3.4,TEXAS,BORDEN
48,35,4.0,TEXAS,BOSQUE
48,37,4.6,TEXAS,BOWIE
48,39,5.3,TEXAS,BRAZORIA
48,41,3.1,TEXAS,BRAZOS
48,43,3.5,TEXAS,BREWSTER
48,45,4.4,TEXAS,BRISCOE
48,47,8.3,TEXAS,BROOKS
48,49,3.9,TEXAS,BROWN
48,51,4.2,TEXAS,BURLESON
48,53,3.2,TEXAS,BURNET
48,55,4.0,TEXAS,CALDWELL
48,57,5.8,TEXAS,CALHOUN
48,59,3.7,TEXAS,CALLAHAN
48,61,7.0,TEXAS,CAMERON
48,63,5.7,TEXAS,CAMP
48,65,3.3,TEXAS,CARSON
48,67,6.0,TEXAS,CASS
48,69,3.3,TEXAS,CASTRO
48,71,6.6,TEXAS,CHAMBERS
48,73,4.6,TEXAS,CHEROKEE
48,75,3.0,TEXAS,CHILDRESS
48,77,3.6,TEXAS,CLAY
48,79,4.6,TEXAS,COCHRAN
48,81,3.7,TEXAS,COKE
48,83,4.5,TEXAS,COLEMAN
48,85,3.5,TEXAS,COLLIN
48,87,3.5,TEXAS,COLLINGSWORTH
48,89,4.0,TEXAS,COLORADO
48,91,3.4,TEXAS,COMAL
48,93,3.7,TEXAS,COMANCHE
48,95,4.2,TEXAS,CONCHO
48,97,3.6,TEXAS,COOKE
48,99,4.4,TEXAS,CORYELL
48,101,4.3,TEXAS,COTTLE
48,103,5.3,TEXAS,CRANE
48,105,4.1,TEXAS,CROCKETT
48,107,4.2,TEXAS,CROSBY
48,109,3.7,TEXAS,CULBERSON
48,111,2.2,TEXAS,DALLAM
48,113,4.0,TEXAS,DALLAS
48,115,4.9,TEXAS,DAWSON
48,117,3.1,TEXAS,DEAF SMITH
48,119,3.4,TEXAS,DELTA
48,121,3.4,TEXAS,DENTON
48,123,4.4,TEXAS,DEWITT
48,125,4.9,TEXAS,DICKENS
48,127,5.1,TEXAS,DIMMIT
48,129,3.7,TEXAS,DONLEY
48,131,7.7,TEXAS,DUVAL
48,133,4.3,TEXAS,EASTLAND
48,135,4.1,TEXAS,ECTOR
48,137,3.2,TEXAS,EDWARDS
48,139,3.5,TEXAS,ELLIS
48,141,4.7,TEXAS,EL PASO
48,143,3.4,TEXAS,ERATH
48,145,4.3,TEXAS,FALLS
48,147,3.4,TEXAS,FANNIN
48,149,3.2,TEXAS,FAYETTE
48,151,3.6,TEXAS,FISHER
48,153,5.5,TEXAS,FLOYD
48,155,3.6,TEXAS,FOARD
48,157,4.7,TEXAS,FORT BEND
48,159,4.7,TEXAS,FRANKLIN
48,161,6.4,TEXAS,FREESTONE
48,163,4.0,TEXAS,FRIO
48,165,3.1,TEXAS,GAINES
48,167,5.3,TEXAS,GALVESTON
48,169,3.3,TEXAS,GARZA
48,171,2.6,TEXAS,GILLESPIE
48,173,2.7,TEXAS,GLASSCOCK
48,175,5.0,TEXAS,GOLIAD
48,177,3.5,TEXAS,GONZALES
48,179,5.3,TEXAS,GRAY
48,181,3.6,TEXAS,GRAYSON
48,183,5.2,TEXAS,GREGG
48,185,5.4,TEXAS,GRIMES
48,187,3.4,TEXAS,GUADALUPE
48,189,5.2,TEXAS,HALE
48,191,6.2,TEXAS,HALL
48,193,4.0,TEXAS,HAMILTON
48,195,2.6,TEXAS,HANSFORD
48,197,4.0,TEXAS,HARDEMAN
48,199,6.2,TEXAS,HARDIN
48,201,5.1,TEXAS,HARRIS
48,203,5.3,TEXAS,HARRISON
48,205,2.0,TEXAS,HARTLEY
48,207,4.8,TEXAS,HASKELL
48,209,3.2,TEXAS,HAYS
48,211,2.5,TEXAS,HEMPHILL
48,213,4.2,TEXAS,HENDERSON
48,215,7.5,TEXAS,HIDALGO
48,217,4.0,TEXAS,HILL
48,219,3.7,TEXAS,HOCKLEY
48,221,4.2,TEXAS,HOOD
48,223,3.6,TEXAS,HOPKINS
48,225,4.4,TEXAS,HOUSTON
48,227,4.3,TEXAS,HOWARD
48,229,5.8,TEXAS,HUDSPETH
48,231,4.0,TEXAS,HUNT
48,233,6.1,TEXAS,HUTCHINSON
48,235,3.1,TEXAS,IRION
48,237,3.8,TEXAS,JACK
48,239,4.0,TEXAS,JACKSON
48,241,7.5,TEXAS,JASPER
48,243,3.2,TEXAS,JEFF DAVIS
48,245,7.4,TEXAS,JEFFERSON
48,247,7.3,TEXAS,JIM HOGG
48,249,7.6,TEXAS,JIM WELLS
48,251,3.8,TEXAS,JOHNSON
48,253,5.4,TEXAS,JONES
48,255,3.5,TEXAS,KARNES
48,257,3.6,TEXAS,KAUFMAN
48,259,3.1,TEXAS,KENDALL
48,261,3.3,TEXAS,KENEDY
48,263,2.7,TEXAS,KENT
48,265,3.4,TEXAS,KERR
48,267,3.6,TEXAS,KIMBLE
48,269,3.7,TEXAS,KING
48,271,5.6,TEXAS,KINNEY
48,273,6.0,TEXAS,KLEBERG
48,275,4.0,TEXAS,KNOX
48,277,4.2,TEXAS,LAMAR
48,279,5.2,TEXAS,LAMB
48,281,3.8,TEXAS,LAMPASAS
48,283,3.7,TEXAS,LA SALLE
48,285,3.6,TEXAS,LAVACA
48,287,3.3,TEXAS,LEE
48,289,6.4,TEXAS,LEON
48,291,7.2,TEXAS,LIBERTY
48,293,5.6,TEXAS,LIMESTONE
48,295,3.2,TEXAS,LIPSCOMB
48,297,4.7,TEXAS,LIVE OAK
48,299,3.8,TEXAS,LLANO
48,301,5.0,TEXAS,LOVING
48,303,3.2,TEXAS,LUBBOCK
48,305,3.8,TEXAS,LYNN
48,307,3.6,TEXAS,MCCULLOCH
48,309,3.9,TEXAS,MCLENNAN
48,311,1.9,TEXAS,MCMULLEN
48,313,4.8,TEXAS,MADISON
48,315,5.7,TEXAS,MARION
48,317,3.3,TEXAS,MARTIN
48,319,3.4,TEXAS,MASON
48,321,7.4,TEXAS,MATAGORDA
48,323,9.4,TEXAS,MAVERICK
48,325,3.9,TEXAS,MEDINA
48,327,4.9,TEXAS,MENARD
48,329,3.0,TEXAS,MIDLAND
48,331,5.1,TEXAS,MILAM
48,333,3.6,TEXAS,MILLS
48,335,5.5,TEXAS,MITCHELL
48,337,4.0,TEXAS,MONTAGUE
48,339,4.4,TEXAS,MONTGOMERY
48,341,2.9,TEXAS,MOORE
48,343,8.7,TEXAS,MORRIS
48,345,3.7,TEXAS,MOTLEY
48,347,4.3,TEXAS,NACOGDOCHES
48,349,4.0,TEXAS,NAVARRO
48,351,8.0,TEXAS,NEWTON
48,353,4.1,TEXAS,NOLAN
48,355,5.5,TEXAS,NUECES
48,357,3.7,TEXAS,OCHILTREE
48,359,2.6,TEXAS,OLDHAM
48,361,7.0,TEXAS,ORANGE
48,363,4.1,TEXAS,PALO PINTO
48,365,5.5,TEXAS,PANOLA
48,367,3.5,TEXAS,PARKER
48,369,2.5,TEXAS,PARMER
48,371,4.7,TEXAS,PECOS
48,373,6.1,TEXAS,POLK
48,375,3.2,TEXAS,POTTER
48,377,9.5,TEXAS,PRESIDIO
48,379,3.6,TEXAS,RAINS
48,381,2.8,TEXAS,RANDALL
48,383,3.9,TEXAS,REAGAN
48,385,5.7,TEXAS,REAL
48,387,5.3,TEXAS,RED RIVER
48,389,3.6,TEXAS,REEVES
48,391,5.6,TEXAS,REFUGIO
48,393,3.9,TEXAS,ROBERTS
48,395,4.8,TEXAS,ROBERTSON
48,397,3.4,TEXAS,ROCKWALL
48,399,3.7,TEXAS,RUNNELS
48,401,5.1,TEXAS,RUSK
48,403,8.7,TEXAS,SABINE
48,405,7.5,TEXAS,SAN AUGUSTINE
48,407,5.8,TEXAS,SAN JACINTO
48,409,7.7,TEXAS,SAN PATRICIO
48,411,3.3,TEXAS,SAN SABA
48,413,3.8,TEXAS,SCHLEICHER
48,415,4.4,TEXAS,SCURRY
48,417,3.0,TEXAS,SHACKELFORD
48,419,5.2,TEXAS,SHELBY
48,421,3.1,TEXAS,SHERMAN
48,423,4.1,TEXAS,SMITH
48,425,4.6,TEXAS,SOMERVELL
48,427,11.9,TEXAS,STARR
48,429,4.6,TEXAS,STEPHENS
48,431,3.7,TEXAS,STERLING
48,433,3.6,TEXAS,STONEWALL
48,435,5.1,TEXAS,SUTTON
48,437,4.1,TEXAS,SWISHER
48,439,3.8,TEXAS,TARRANT
48,441,3.6,TEXAS,TAYLOR
48,443,4.6,TEXAS,TERRELL
48,445,5.1,TEXAS,TERRY
48,447,4.4,TEXAS,THROCKMORTON
48,449,5.4,TEXAS,TITUS
48,451,3.7,TEXAS,TOM GREEN
48,453,3.1,TEXAS,TRAVIS
48,455,5.6,TEXAS,TRINITY
48,457,7.4,TEXAS,TYLER
48,459,5.3,TEXAS,UPSHUR
48,461,3.8,TEXAS,UPTON
48,463,4.7,TEXAS,UVALDE
48,465,5.1,TEXAS,VAL VERDE
48,467,3.8,TEXAS,VAN ZANDT
48,469,4.9,TEXAS,VICTORIA
48,471,4.7,TEXAS,WALKER
48,473,4.9,TEXAS,WALLER
48,475,4.1,TEXAS,WARD
48,477,4.3,TEXAS,WASHINGTON
48,479,4.2,TEXAS,WEBB
48,481,4.5,TEXAS,WHARTON
48,483,4.0,TEXAS,WHEELER
48,485,3.7,TEXAS,WICHITA
48,487,4.7,TEXAS,WILBARGER
48,489,11.1,TEXAS,WILLACY
48,491,3.3,TEXAS,WILLIAMSON
48,493,3.5,TEXAS,WILSON
48,495,5.2,TEXAS,WINKLER
48,497,4.0,TEXAS,WISE
48,499,4.7,TEXAS,WOOD
48,501,3.6,TEXAS,YOAKUM
48,503,3.8,TEXAS,YOUNG
48,505,7.5,TEXAS,ZAPATA
48,507,11.3,TEXAS,ZAVALA
49,1,3.9,UTAH,BEAVER
49,3,3.2,UTAH,BOX ELDER
49,5,2.7,UTAH,CACHE
49,7,4.9,UTAH,CARBON
49,9,4.9,UTAH,DAGGETT
49,11,3.0,UTAH,DAVIS
49,13,5.5,UTAH,DUCHESNE
49,15,4.9,UTAH,EMERY
49,17,7.3,UTAH,GARFIELD
49,19,5.2,UTAH,GRAND
49,21,4.0,UTAH,IRON
49,23,3.3,UTAH,JUAB
49,25,3.3,UTAH,KANE
49,27,3.2,UTAH,MILLARD
49,29,2.8,UTAH,MORGAN
49,31,4.7,UTAH,PIUTE
49,33,3.1,UTAH,RICH
49,35,3.0,UTAH,SALT LAKE
49,37,6.8,UTAH,SAN JUAN
49,39,3.8,UTAH,SANPETE
49,41,3.7,UTAH,SEVIER
49,43,3.0,UTAH,SUMMIT
49,45,3.5,UTAH,TOOELE
49,47,5.9,UTAH,UINTAH
49,49,2.8,UTAH,UTAH
49,51,3.2,UTAH,WASATCH
49,53,3.4,UTAH,WASHINGTON
49,55,7.1,UTAH,WAYNE
49,57,3.5,UTAH,WEBER
50,1,2.8,VERMONT,ADDISON
50,3,3.6,VERMONT,BENNINGTON
50,5,3.7,VERMONT,CALEDONIA
50,7,2.3,VERMONT,CHITTENDEN
50,9,4.6,VERMONT,ESSEX
50,11,3.0,VERMONT,FRANKLIN
50,13,3.5,VERMONT,GRAND ISLE
50,15,4.0,VERMONT,LAMOILLE
50,17,3.1,VERMONT,ORANGE
50,19,5.1,VERMONT,ORLEANS
50,21,3.5,VERMONT,RUTLAND
50,23,2.9,VERMONT,WASHINGTON
50,25,3.1,VERMONT,WINDHAM
50,27,2.6,VERMONT,WINDSOR
51,1,4.5,VIRGINIA,ACCOMACK
51,3,3.3,VIRGINIA,ALBEMARLE
51,5,4.5,VIRGINIA,ALLEGHANY
51,7,3.9,VIRGINIA,AMELIA
51,9,4.0,VIRGINIA,AMHERST
51,11,4.3,VIRGINIA,APPOMATTOX
51,13,2.5,VIRGINIA,ARLINGTON
51,15,3.4,VIRGINIA,AUGUSTA
51,17,3.0,VIRGINIA,BATH
51,19,3.8,VIRGINIA,BEDFORD
51,21,4.0,VIRGINIA,BLAND
51,23,3.5,VIRGINIA,BOTETOURT
51,25,5.2,VIRGINIA,BRUNSWICK
51,27,7.0,VIRGINIA,BUCHANAN
51,29,5.3,VIRGINIA,BUCKINGHAM
51,31,4.1,VIRGINIA,CAMPBELL
51,33,4.2,VIRGINIA,CAROLINE
51,35,4.4,VIRGINIA,CARROLL
51,36,4.7,VIRGINIA,CHARLES CITY
51,37,4.5,VIRGINIA,CHARLOTTE
51,41,3.6,VIRGINIA,CHESTERFIELD
51,43,3.4,VIRGINIA,CLARKE
51,45,4.3,VIRGINIA,CRAIG
51,47,3.6,VIRGINIA,CULPEPER
51,49,4.1,VIRGINIA,CUMBERLAND
51,51,6.7,VIRGINIA,DICKENSON
51,53,4.4,VIRGINIA,DINWIDDIE
51,57,4.8,VIRGINIA,ESSEX
51,59,3.0,VIRGINIA,FAIRFAX
51,61,3.2,VIRGINIA,FAUQUIER
51,63,3.6,VIRGINIA,FLOYD
51,65,3.0,VIRGINIA,FLUVANNA
51,67,3.9,VIRGINIA,FRANKLIN
51,69,3.2,VIRGINIA,FREDERICK
51,71,4.6,VIRGINIA,GILES
51,73,3.3,VIRGINIA,GLOUCESTER
51,75,3.5,VIRGINIA,GOOCHLAND
51,77,3.9,VIRGINIA,GRAYSON
51,79,3.0,VIRGINIA,GREENE
51,81,4.3,VIRGINIA,GREENSVILLE
51,83,4.8,VIRGINIA,HALIFAX
51,85,3.3,VIRGINIA,HANOVER
51,87,3.6,VIRGINIA,HENRICO
51,89,4.6,VIRGINIA,HENRY
51,91,3.2,VIRGINIA,HIGHLAND
51,93,3.8,VIRGINIA,ISLE OF WIGHT
51,95,3.5,VIRGINIA,JAMES CITY
51,97,3.4,VIRGINIA,KING AND QUEEN
51,99,3.7,VIRGINIA,KING GEORGE
51,101,3.4,VIRGINIA,KING WILLIAM
51,103,5.2,VIRGINIA,LANCASTER
51,105,5.1,VIRGINIA,LEE
51,107,3.0,VIRGINIA,LOUDOUN
51,109,3.4,VIRGINIA,LOUISA
51,111,4.1,VIRGINIA,LUNENBURG
51,113,2.9,VIRGINIA,MADISON
51,115,3.7,VIRGINIA,MATHEWS
51,117,4.8,VIRGINIA,MECKLENBURG
51,119,3.2,VIRGINIA,MIDDLESEX
51,121,3.7,VIRGINIA,MONTGOMERY
51,125,3.5,VIRGINIA,NELSON
51,127,3.2,VIRGINIA,NEW KENT
51,131,5.6,VIRGINIA,NORTHAMPTON
51,133,5.2,VIRGINIA,NORTHUMBERLAND
51,135,3.8,VIRGINIA,NOTTOWAY
51,137,3.7,VIRGINIA,ORANGE
51,139,5.1,VIRGINIA,PAGE
51,141,4.2,VIRGINIA,PATRICK
51,143,4.2,VIRGINIA,PITTSYLVANIA
51,145,3.3,VIRGINIA,POWHATAN
51,147,4.8,VIRGINIA,PRINCE EDWARD
51,149,4.4,VIRGINIA,PRINCE GEORGE
51,153,3.4,VIRGINIA,PRINCE WILLIAM
51,155,5.3,VIRGINIA,PULASKI
51,157,3.5,VIRGINIA,RAPPAHANNOCK
51,159,3.6,VIRGINIA,RICHMOND
51,161,3.4,VIRGINIA,ROANOKE
51,163,4.1,VIRGINIA,ROCKBRIDGE
51,165,3.2,VIRGINIA,ROCKINGHAM
51,167,5.2,VIRGINIA,RUSSELL
51,169,4.0,VIRGINIA,SCOTT
51,171,3.3,VIRGINIA,SHENANDOAH
51,173,4.9,VIRGINIA,SMYTH
51,175,3.6,VIRGINIA,SOUTHAMPTON
51,177,3.7,VIRGINIA,SPOTSYLVANIA
51,179,3.6,VIRGINIA,STAFFORD
51,181,4.3,VIRGINIA,SURRY
51,183,5.9,VIRGINIA,SUSSEX
51,185,5.6,VIRGINIA,TAZEWELL
51,187,3.7,VIRGINIA,WARREN
51,191,4.1,VIRGINIA,WASHINGTON
51,193,4.4,VIRGINIA,WESTMORELAND
51,195,6.3,VIRGINIA,WISE
51,197,5.0,VIRGINIA,WYTHE
51,199,3.5,VIRGINIA,YORK
51,510,2.8,VIRGINIA,ALEXANDRIA CITY
51,520,4.5,VIRGINIA,BRISTOL CITY
51,530,4.2,VIRGINIA,BUENA VISTA CITY
51,540,3.1,VIRGINIA,CHARLOTTESVILLE CITY
51,550,3.7,VIRGINIA,CHESAPEAKE CITY
51,570,4.0,VIRGINIA,COLONIAL HEIGHTS CITY
51,580,6.0,VIRGINIA,COVINGTON CITY
51,590,5.6,VIRGINIA,DANVILLE CITY
51,595,5.2,VIRGINIA,EMPORIA CITY
51,600,2.8,VIRGINIA,FAIRFAX CITY
51,610,2.6,VIRGINIA,FALLS CHURCH CITY
51,620,5.2,VIRGINIA,FRANKLIN CITY
51,630,4.3,VIRGINIA,FREDERICKSBURG CITY
51,640,4.1,VIRGINIA,GALAX CITY
51,650,5.0,VIRGINIA,HAMPTON CITY
51,660,4.4,VIRGINIA,HARRISONBURG CITY
51,670,6.1,VIRGINIA,HOPEWELL CITY
51,678,6.0,VIRGINIA,LEXINGTON CITY
51,680,4.9,VIRGINIA,LYNCHBURG CITY
51,683,3.3,VIRGINIA,MANASSAS CITY
51,685,3.3,VIRGINIA,MANASSAS PARK CITY
51,690,6.2,VIRGINIA,MARTINSVILLE CITY
51,700,4.6,VIRGINIA,NEWPORT NEWS CITY
51,710,4.6,VIRGINIA,NORFOLK CITY
51,720,5.2,VIRGINIA,NORTON CITY
51,730,7.2,VIRGINIA,PETERSBURG CITY
51,735,3.4,VIRGINIA,POQUOSON CITY
51,740,5.3,VIRGINIA,PORTSMOUTH CITY
51,750,4.9,VIRGINIA,RADFORD CITY
51,760,4.3,VIRGINIA,RICHMOND CITY
51,770,4.1,VIRGINIA,ROANOKE CITY
51,775,3.7,VIRGINIA,SALEM CITY
51,790,3.5,VIRGINIA,STAUNTON CITY
51,800,4.0,VIRGINIA,SUFFOLK CITY
51,810,3.5,VIRGINIA,VIRGINIA BEACH CITY
51,820,4.0,VIRGINIA,WAYNESBORO CITY
51,830,5.1,VIRGINIA,WILLIAMSBURG CITY
51,840,3.6,VIRGINIA,WINCHESTER CITY
53,1,5.6,WASHINGTON,ADAMS
53,3,4.1,WASHINGTON,ASOTIN
53,5,5.4,WASHINGTON,BENTON
53,7,4.8,WASHINGTON,CHELAN
53,9,6.7,WASHINGTON,CLALLAM
53,11,5.0,WASHINGTON,CLARK
53,13,5.5,WASHINGTON,COLUMBIA
53,15,6.0,WASHINGTON,COWLITZ
53,17,5.6,WASHINGTON,DOUGLAS
53,19,10.9,WASHINGTON,FERRY
53,21,6.2,WASHINGTON,FRANKLIN
53,23,5.3,WASHINGTON,GARFIELD
53,25,6.2,WASHINGTON,GRANT
53,27,7.0,WASHINGTON,GRAYS HARBOR
53,29,5.1,WASHINGTON,ISLAND
53,31,6.0,WASHINGTON,JEFFERSON
53,33,3.6,WASHINGTON,KING
53,35,4.8,WASHINGTON,KITSAP
53,37,5.2,WASHINGTON,KITTITAS
53,39,5.9,WASHINGTON,KLICKITAT
53,41,6.5,WASHINGTON,LEWIS
53,43,4.9,WASHINGTON,LINCOLN
53,45,6.5,WASHINGTON,MASON
53,47,6.7,WASHINGTON,OKANOGAN
53,49,6.9,WASHINGTON,PACIFIC
53,51,7.3,WASHINGTON,PEND OREILLE
53,53,5.3,WASHINGTON,PIERCE
53,55,3.9,WASHINGTON,SAN JUAN
53,57,5.4,WASHINGTON,SKAGIT
53,59,6.0,WASHINGTON,SKAMANIA
53,61,3.9,WASHINGTON,SNOHOMISH
53,63,5.3,WASHINGTON,SPOKANE
53,65,7.2,WASHINGTON,STEVENS
53,67,4.9,WASHINGTON,THURSTON
53,69,7.1,WASHINGTON,WAHKIAKUM
53,71,4.9,WASHINGTON,WALLA WALLA
53,73,4.9,WASHINGTON,WHATCOM
53,75,4.3,WASHINGTON,WHITMAN
53,77,6.7,WASHINGTON,YAKIMA
54,1,5.8,WEST VIRGINIA,BARBOUR
54,3,3.6,WEST VIRGINIA,BERKELEY
54,5,6.4,WEST VIRGINIA,BOONE
54,7,7.5,WEST VIRGINIA,BRAXTON
54,9,6.1,WEST VIRGINIA,BROOKE
54,11,4.6,WEST VIRGINIA,CABELL
54,13,10.8,WEST VIRGINIA,CALHOUN
54,15,8.6,WEST VIRGINIA,CLAY
54,17,4.3,WEST VIRGINIA,DODDRIDGE
54,19,6.4,WEST VIRGINIA,FAYETTE
54,21,7.2,WEST VIRGINIA,GILMER
54,23,5.6,WEST VIRGINIA,GRANT
54,25,4.9,WEST VIRGINIA,GREENBRIER
54,27,3.9,WEST VIRGINIA,HAMPSHIRE
54,29,6.1,WEST VIRGINIA,HANCOCK
54,31,4.9,WEST VIRGINIA,HARDY
54,33,4.8,WEST VIRGINIA,HARRISON
54,35,5.7,WEST VIRGINIA,JACKSON
54,37,3.1,WEST VIRGINIA,JEFFERSON
54,39,5.1,WEST VIRGINIA,KANAWHA
54,41,6.6,WEST VIRGINIA,LEWIS
54,43,6.9,WEST VIRGINIA,LINCOLN
54,45,7.5,WEST VIRGINIA,LOGAN
54,47,9.0,WEST VIRGINIA,MCDOWELL
54,49,5.3,WEST VIRGINIA,MARION
54,51,6.0,WEST VIRGINIA,MARSHALL
54,53,6.7,WEST VIRGINIA,MASON
54,55,5.8,WEST VIRGINIA,MERCER
54,57,5.3,WEST VIRGINIA,MINERAL
54,59,8.6,WEST VIRGINIA,MINGO
54,61,3.7,WEST VIRGINIA,MONONGALIA
54,63,4.4,WEST VIRGINIA,MONROE
54,65,4.0,WEST VIRGINIA,MORGAN
54,67,7.2,WEST VIRGINIA,NICHOLAS
54,69,4.7,WEST VIRGINIA,OHIO
54,71,3.8,WEST VIRGINIA,PENDLETON
54,73,7.1,WEST VIRGINIA,PLEASANTS
54,75,5.9,WEST VIRGINIA,POCAHONTAS
54,77,5.0,WEST VIRGINIA,PRESTON
54,79,4.7,WEST VIRGINIA,PUTNAM
54,81,5.4,WEST VIRGINIA,RALEIGH
