STATE_FIPS,COUNTY_FIPS,RATE,STATE,COUNTY
35,49,5.0,NEW MEXICO,SANTA FE
35,51,7.7,NEW MEXICO,SIERRA
35,53,6.3,NEW MEXICO,SOCORRO
35,55,7.8,NEW MEXICO,TAOS
35,57,8.5,NEW MEXICO,TORRANCE
35,59,3.7,NEW MEXICO,UNION
35,61,6.6,NEW MEXICO,VALENCIA
36,1,4.2,NEW YORK,ALBANY
36,3,6.6,NEW YORK,ALLEGANY
36,5,6.2,NEW YORK,BRONX
36,7,5.5,NEW YORK,BROOME
36,9,6.2,NEW YORK,CATTARAUGUS
36,11,5.0,NEW YORK,CAYUGA
36,13,6.0,NEW YORK,CHAUTAUQUA
36,15,5.5,NEW YORK,CHEMUNG
36,17,5.3,NEW YORK,CHENANGO
36,19,5.2,NEW YORK,CLINTON
36,21,3.8,NEW YORK,COLUMBIA
36,23,5.8,NEW YORK,CORTLAND
36,25,5.5,NEW YORK,DELAWARE
36,27,4.3,NEW YORK,DUTCHESS
36,29,5.1,NEW YORK,ERIE
36,31,5.4,NEW YORK,ESSEX
36,33,6.0,NEW YORK,FRANKLIN
36,35,5.7,NEW YORK,FULTON
36,37,4.7,NEW YORK,GENESEE
36,39,5.2,NEW YORK,GREENE
36,41,7.3,NEW YORK,HAMILTON
36,43,5.7,NEW YORK,HERKIMER
36,45,6.5,NEW YORK,JEFFERSON
36,47,4.6,NEW YORK,KINGS
36,49,6.6,NEW YORK,LEWIS
36,51,5.0,NEW YORK,LIVINGSTON
36,53,5.5,NEW YORK,MADISON
36,55,4.9,NEW YORK,MONROE
36,57,5.7,NEW YORK,MONTGOMERY
36,59,4.1,NEW YORK,NASSAU
36,61,4.0,NEW YORK,NEW YORK
36,63,6.1,NEW YORK,NIAGARA
36,65,5.0,NEW YORK,ONEIDA
36,67,4.6,NEW YORK,ONONDAGA
36,69,4.5,NEW YORK,ONTARIO
36,71,4.5,NEW YORK,ORANGE
36,73,5.9,NEW YORK,ORLEANS
36,75,6.4,NEW YORK,OSWEGO
36,77,5.0,NEW YORK,OTSEGO
36,79,4.2,NEW YORK,PUTNAM
36,81,3.9,NEW YORK,QUEENS
36,83,4.4,NEW YORK,RENSSELAER
36,85,4.6,NEW YORK,RICHMOND
36,87,4.3,NEW YORK,ROCKLAND
36,89,6.6,NEW YORK,ST. LAWRENCE
36,91,3.9,NEW YORK,SARATOGA
36,93,4.5,NEW YORK,SCHENECTADY
36,95,5.4,NEW YORK,SCHOHARIE
36,97,5.8,NEW YORK,SCHUYLER
36,99,4.5,NEW YORK,SENECA
36,101,5.7,NEW YORK,STEUBEN
36,103,4.4,NEW YORK,SUFFOLK
36,105,4.9,NEW YORK,SULLIVAN
36,107,5.1,NEW YORK,TIOGA
36,109,4.3,NEW YORK,TOMPKINS
36,111,4.5,NEW YORK,ULSTER
36,113,5.2,NEW YORK,WARREN
36,115,4.6,NEW YORK,WASHINGTON
36,117,4.9,NEW YORK,WAYNE
36,119,4.5,NEW YORK,WESTCHESTER
36,121,5.6,NEW YORK,WYOMING
36,123,4.4,NEW YORK,YATES
37,1,4.3,NORTH CAROLINA,ALAMANCE
37,3,3.6,NORTH CAROLINA,ALEXANDER
37,5,5.1,NORTH CAROLINA,ALLEGHANY
37,7,5.2,NORTH CAROLINA,ANSON
37,9,4.1,NORTH CAROLINA,ASHE
37,11,4.3,NORTH CAROLINA,AVERY
37,13,5.1,NORTH CAROLINA,BEAUFORT
37,15,5.9,NORTH CAROLINA,BERTIE
37,17,5.8,NORTH CAROLINA,BLADEN
37,19,5.7,NORTH CAROLINA,BRUNSWICK
37,21,3.4,NORTH CAROLINA,BUNCOMBE
37,23,4.2,NORTH CAROLINA,BURKE
37,25,4.2,NORTH CAROLINA,CABARRUS
37,27,4.5,NORTH CAROLINA,CALDWELL
37,29,4.4,NORTH CAROLINA,CAMDEN
37,31,4.4,NORTH CAROLINA,CARTERET
37,33,4.7,NORTH CAROLINA,CASWELL
37,35,4.2,NORTH CAROLINA,CATAWBA
37,37,3.9,NORTH CAROLINA,CHATHAM
37,39,5.0,NORTH CAROLINA,CHEROKEE
37,41,5.3,NORTH CAROLINA,CHOWAN
37,43,5.0,NORTH CAROLINA,CLAY
37,45,4.6,NORTH CAROLINA,CLEVELAND
37,47,5.5,NORTH CAROLINA,COLUMBUS
37,49,4.6,NORTH CAROLINA,CRAVEN
37,51,5.7,NORTH CAROLINA,CUMBERLAND
37,53,4.3,NORTH CAROLINA,CURRITUCK
37,55,5.9,NORTH CAROLINA,DARE
37,57,4.3,NORTH CAROLINA,DAVIDSON
37,59,4.0,NORTH CAROLINA,DAVIE
37,61,4.9,NORTH CAROLINA,DUPLIN
37,63,4.1,NORTH CAROLINA,DURHAM
37,65,7.7,NORTH CAROLINA,EDGECOMBE
37,67,4.4,NORTH CAROLINA,FORSYTH
37,69,4.7,NORTH CAROLINA,FRANKLIN
37,71,4.6,NORTH CAROLINA,GASTON
37,73,4.4,NORTH CAROLINA,GATES
37,75,6.8,NORTH CAROLINA,GRAHAM
37,77,3.8,NORTH CAROLINA,GRANVILLE
37,79,4.4,NORTH CAROLINA,GREENE
37,81,4.8,NORTH CAROLINA,GUILFORD
37,83,7.3,NORTH CAROLINA,HALIFAX
37,85,5.1,NORTH CAROLINA,HARNETT
37,87,4.0,NORTH CAROLINA,HAYWOOD
37,89,3.8,NORTH CAROLINA,HENDERSON
37,91,5.8,NORTH CAROLINA,HERTFORD
37,93,5.8,NORTH CAROLINA,HOKE
37,95,8.4,NORTH CAROLINA,HYDE
37,97,4.3,NORTH CAROLINA,IREDELL
37,99,4.8,NORTH CAROLINA,JACKSON
37,101,4.2,NORTH CAROLINA,JOHNSTON
37,103,4.4,NORTH CAROLINA,JONES
37,105,5.1,NORTH CAROLINA,LEE
37,107,4.5,NORTH CAROLINA,LENOIR
37,109,4.0,NORTH CAROLINA,LINCOLN
37,111,4.1,NORTH CAROLINA,MCDOWELL
37,113,4.6,NORTH CAROLINA,MACON
37,115,4.3,NORTH CAROLINA,MADISON
37,117,5.6,NORTH CAROLINA,MARTIN
37,119,4.3,NORTH CAROLINA,MECKLENBURG
37,121,5.2,NORTH CAROLINA,MITCHELL
37,123,4.6,NORTH CAROLINA,MONTGOMERY
37,125,4.5,NORTH CAROLINA,MOORE
37,127,6.0,NORTH CAROLINA,NASH
37,129,4.1,NORTH CAROLINA,NEW HANOVER
37,131,6.2,NORTH CAROLINA,NORTHAMPTON
37,133,5.2,NORTH CAROLINA,ONSLOW
37,135,3.8,NORTH CAROLINA,ORANGE
37,137,4.6,NORTH CAROLINA,PAMLICO
37,139,5.5,NORTH CAROLINA,PASQUOTANK
37,141,4.6,NORTH CAROLINA,PENDER
37,143,5.6,NORTH CAROLINA,PERQUIMANS
37,145,4.7,NORTH CAROLINA,PERSON
37,147,4.9,NORTH CAROLINA,PITT
37,149,4.2,NORTH CAROLINA,POLK
37,151,4.4,NORTH CAROLINA,RANDOLPH
37,153,6.0,NORTH CAROLINA,RICHMOND
37,155,6.5,NORTH CAROLINA,ROBESON
37,157,5.2,NORTH CAROLINA,ROCKINGHAM
37,159,4.7,NORTH CAROLINA,ROWAN
37,161,6.1,NORTH CAROLINA,RUTHERFORD
37,163,4.8,NORTH CAROLINA,SAMPSON
37,165,7.7,NORTH CAROLINA,SCOTLAND
37,167,4.1,NORTH CAROLINA,STANLY
37,169,4.2,NORTH CAROLINA,STOKES
37,171,4.2,NORTH CAROLINA,SURRY
37,173,5.1,NORTH CAROLINA,SWAIN
37,175,4.3,NORTH CAROLINA,TRANSYLVANIA
37,177,7.7,NORTH CAROLINA,TYRRELL
37,179,4.0,NORTH CAROLINA,UNION
37,181,6.2,NORTH CAROLINA,VANCE
37,183,3.9,NORTH CAROLINA,WAKE
37,185,6.9,NORTH CAROLINA,WARREN
37,187,6.6,NORTH CAROLINA,WASHINGTON
37,189,4.1,NORTH CAROLINA,WATAUGA
37,191,5.0,NORTH CAROLINA,WAYNE
37,193,4.3,NORTH CAROLINA,WILKES
37,195,7.2,NORTH CAROLINA,WILSON
37,197,3.9,NORTH CAROLINA,YADKIN
37,199,4.6,NORTH CAROLINA,YANCEY
38,1,2.5,NORTH DAKOTA,ADAMS
38,3,2.8,NORTH DAKOTA,BARNES
38,5,3.6,NORTH DAKOTA,BENSON
38,7,2.9,NORTH DAKOTA,BILLINGS
38,9,3.3,NORTH DAKOTA,BOTTINEAU
38,11,1.7,NORTH DAKOTA,BOWMAN
38,13,3.1,NORTH DAKOTA,BURKE
38,15,2.4,NORTH DAKOTA,BURLEIGH
38,17,2.1,NORTH DAKOTA,CASS
38,19,2.6,NORTH DAKOTA,CAVALIER
38,21,1.7,NORTH DAKOTA,DICKEY
38,23,1.6,NORTH DAKOTA,DIVIDE
38,25,2.1,NORTH DAKOTA,DUNN
38,27,4.7,NORTH DAKOTA,EDDY
38,29,4.0,NORTH DAKOTA,EMMONS
38,31,2.4,NORTH DAKOTA,FOSTER
38,33,2.0,NORTH DAKOTA,GOLDEN VALLEY
38,35,2.2,NORTH DAKOTA,GRAND FORKS
38,37,2.9,NORTH DAKOTA,GRANT
38,39,2.8,NORTH DAKOTA,GRIGGS
38,41,1.9,NORTH DAKOTA,HETTINGER
38,43,3.6,NORTH DAKOTA,KIDDER
38,45,1.9,NORTH DAKOTA,LAMOURE
38,47,2.5,NORTH DAKOTA,LOGAN
38,49,4.2,NORTH DAKOTA,MCHENRY
38,51,2.6,NORTH DAKOTA,MCINTOSH
38,53,2.5,NORTH DAKOTA,MCKENZIE
38,55,3.1,NORTH DAKOTA,MCLEAN
38,57,4.0,NORTH DAKOTA,MERCER
38,59,3.1,NORTH DAKOTA,MORTON
38,61,2.0,NORTH DAKOTA,MOUNTRAIL
38,63,3.1,NORTH DAKOTA,NELSON
38,65,4.1,NORTH DAKOTA,OLIVER
38,67,4.2,NORTH DAKOTA,PEMBINA
38,69,3.1,NORTH DAKOTA,PIERCE
38,71,2.7,NORTH DAKOTA,RAMSEY
38,73,1.9,NORTH DAKOTA,RANSOM
38,75,2.6,NORTH DAKOTA,RENVILLE
38,77,2.4,NORTH DAKOTA,RICHLAND
38,79,10.2,NORTH DAKOTA,ROLETTE
38,81,2.0,NORTH DAKOTA,SARGENT
38,83,4.4,NORTH DAKOTA,SHERIDAN
38,85,3.7,NORTH DAKOTA,SIOUX
38,87,1.9,NORTH DAKOTA,SLOPE
38,89,2.7,NORTH DAKOTA,STARK
38,91,1.7,NORTH DAKOTA,STEELE
38,93,2.3,NORTH DAKOTA,STUTSMAN
38,95,2.5,NORTH DAKOTA,TOWNER
38,97,2.4,NORTH DAKOTA,TRAILL
38,99,3.3,NORTH DAKOTA,WALSH
38,101,3.2,NORTH DAKOTA,WARD
38,103,3.2,NORTH DAKOTA,WELLS
38,105,2.5,NORTH DAKOTA,WILLIAMS
39,1,7.2,OHIO,ADAMS
39,3,5.0,OHIO,ALLEN
39,5,4.9,OHIO,ASHLAND
39,7,5.9,OHIO,ASHTABULA
39,9,6.0,OHIO,ATHENS
39,11,3.7,OHIO,AUGLAIZE
39,13,6.3,OHIO,BELMONT
39,15,5.7,OHIO,BROWN
39,17,4.4,OHIO,BUTLER
39,19,5.8,OHIO,CARROLL
39,21,4.1,OHIO,CHAMPAIGN
39,23,4.8,OHIO,CLARK
39,25,4.4,OHIO,CLERMONT
39,27,5.5,OHIO,CLINTON
39,29,5.9,OHIO,COLUMBIANA
39,31,6.8,OHIO,COSHOCTON
39,33,5.7,OHIO,CRAWFORD
39,35,5.8,OHIO,CUYAHOGA
39,37,4.2,OHIO,DARKE
39,39,4.8,OHIO,DEFIANCE
39,41,3.5,OHIO,DELAWARE
39,43,6.1,OHIO,ERIE
39,45,4.3,OHIO,FAIRFIELD
39,47,4.2,OHIO,FAYETTE
39,49,4.1,OHIO,FRANKLIN
39,51,4.9,OHIO,FULTON
39,53,6.6,OHIO,GALLIA
39,55,4.7,OHIO,GEAUGA
39,57,4.3,OHIO,GREENE
39,59,6.0,OHIO,GUERNSEY
39,61,4.4,OHIO,HAMILTON
39,63,3.6,OHIO,HANCOCK
39,65,4.9,OHIO,HARDIN
39,67,6.0,OHIO,HARRISON
39,69,5.2,OHIO,HENRY
39,71,5.9,OHIO,HIGHLAND
39,73,5.4,OHIO,HOCKING
39,75,3.5,OHIO,HOLMES
39,77,6.4,OHIO,HURON
39,79,7.1,OHIO,JACKSON
39,81,7.3,OHIO,JEFFERSON
39,83,4.5,OHIO,KNOX
39,85,5.1,OHIO,LAKE
39,87,5.9,OHIO,LAWRENCE
39,89,4.2,OHIO,LICKING
39,91,4.1,OHIO,LOGAN
39,93,6.1,OHIO,LORAIN
39,95,5.9,OHIO,LUCAS
39,97,3.9,OHIO,MADISON
39,99,6.9,OHIO,MAHONING
39,101,5.0,OHIO,MARION
39,103,4.6,OHIO,MEDINA
39,105,8.1,OHIO,MEIGS
39,107,3.1,OHIO,MERCER
39,109,4.2,OHIO,MIAMI
39,111,8.4,OHIO,MONROE
39,113,4.9,OHIO,MONTGOMERY
39,115,6.8,OHIO,MORGAN
39,117,4.9,OHIO,MORROW
39,119,5.7,OHIO,MUSKINGUM
39,121,7.2,OHIO,NOBLE
39,123,6.7,OHIO,OTTAWA
39,125,4.4,OHIO,PAULDING
39,127,6.0,OHIO,PERRY
39,129,4.6,OHIO,PICKAWAY
39,131,7.0,OHIO,PIKE
39,133,5.0,OHIO,PORTAGE
39,135,4.4,OHIO,PREBLE
39,137,3.5,OHIO,PUTNAM
39,139,5.4,OHIO,RICHLAND
39,141,5.1,OHIO,ROSS
39,143,4.7,OHIO,SANDUSKY
39,145,7.0,OHIO,SCIOTO
39,147,4.7,OHIO,SENECA
39,149,4.1,OHIO,SHELBY
39,151,5.2,OHIO,STARK
39,153,5.1,OHIO,SUMMIT
39,155,7.2,OHIO,TRUMBULL
39,157,5.0,OHIO,TUSCARAWAS
39,159,3.7,OHIO,UNION
39,161,3.9,OHIO,VAN WERT
39,163,6.8,OHIO,VINTON
39,165,4.1,OHIO,WARREN
39,167,6.2,OHIO,WASHINGTON
39,169,3.9,OHIO,WAYNE
39,171,4.4,OHIO,WILLIAMS
39,173,4.4,OHIO,WOOD
39,175,3.7,OHIO,WYANDOT
40,1,4.7,OKLAHOMA,ADAIR
40,3,2.5,OKLAHOMA,ALFALFA
40,5,5.0,OKLAHOMA,ATOKA
40,7,2.4,OKLAHOMA,BEAVER
40,9,3.7,OKLAHOMA,BECKHAM
40,11,2.6,OKLAHOMA,BLAINE
40,13,3.6,OKLAHOMA,BRYAN
40,15,4.2,OKLAHOMA,CADDO
40,17,3.3,OKLAHOMA,CANADIAN
40,19,4.3,OKLAHOMA,CARTER
40,21,5.1,OKLAHOMA,CHEROKEE
40,23,5.8,OKLAHOMA,CHOCTAW
40,25,2.3,OKLAHOMA,CIMARRON
40,27,3.3,OKLAHOMA,CLEVELAND
40,29,5.1,OKLAHOMA,COAL
40,31,4.2,OKLAHOMA,COMANCHE
40,33,3.8,OKLAHOMA,COTTON
40,35,4.1,OKLAHOMA,CRAIG
40,37,4.7,OKLAHOMA,CREEK
40,39,3.1,OKLAHOMA,CUSTER
40,41,4.2,OKLAHOMA,DELAWARE
40,43,2.7,OKLAHOMA,DEWEY
40,45,3.0,OKLAHOMA,ELLIS
40,47,3.7,OKLAHOMA,GARFIELD
40,49,3.9,OKLAHOMA,GARVIN
40,51,3.8,OKLAHOMA,GRADY
40,53,2.4,OKLAHOMA,GRANT
40,55,4.9,OKLAHOMA,GREER
40,57,3.6,OKLAHOMA,HARMON
40,59,2.9,OKLAHOMA,HARPER
40,61,6.3,OKLAHOMA,HASKELL
40,63,5.3,OKLAHOMA,HUGHES
40,65,3.6,OKLAHOMA,JACKSON
40,67,5.3,OKLAHOMA,JEFFERSON
40,69,3.8,OKLAHOMA,JOHNSTON
40,71,5.1,OKLAHOMA,KAY
40,73,2.6,OKLAHOMA,KINGFISHER
40,75,5.0,OKLAHOMA,KIOWA
40,77,7.1,OKLAHOMA,LATIMER
40,79,5.5,OKLAHOMA,LE FLORE
40,81,4.1,OKLAHOMA,LINCOLN
40,83,3.5,OKLAHOMA,LOGAN
40,85,2.8,OKLAHOMA,LOVE
40,87,3.3,OKLAHOMA,MCCLAIN
40,89,6.0,OKLAHOMA,MCCURTAIN
40,91,7.3,OKLAHOMA,MCINTOSH
40,93,3.0,OKLAHOMA,MAJOR
40,95,4.4,OKLAHOMA,MARSHALL
40,97,4.5,OKLAHOMA,MAYES
40,99,3.5,OKLAHOMA,MURRAY
40,101,4.8,OKLAHOMA,MUSKOGEE
40,103,3.1,OKLAHOMA,NOBLE
40,105,5.1,OKLAHOMA,NOWATA
40,107,5.7,OKLAHOMA,OKFUSKEE
40,109,3.8,OKLAHOMA,OKLAHOMA
40,111,6.0,OKLAHOMA,OKMULGEE
40,113,4.9,OKLAHOMA,OSAGE
40,115,4.1,OKLAHOMA,OTTAWA
40,117,5.1,OKLAHOMA,PAWNEE
40,119,3.4,OKLAHOMA,PAYNE
40,121,5.0,OKLAHOMA,PITTSBURG
40,123,3.6,OKLAHOMA,PONTOTOC
40,125,3.9,OKLAHOMA,POTTAWATOMIE
40,127,5.9,OKLAHOMA,PUSHMATAHA
40,129,3.1,OKLAHOMA,ROGER MILLS
40,131,4.2,OKLAHOMA,ROGERS
40,133,5.4,OKLAHOMA,SEMINOLE
40,135,5.2,OKLAHOMA,SEQUOYAH
40,137,5.9,OKLAHOMA,STEPHENS
40,139,3.0,OKLAHOMA,TEXAS
40,141,4.0,OKLAHOMA,TILLMAN
40,143,4.0,OKLAHOMA,TULSA
40,145,4.1,OKLAHOMA,WAGONER
40,147,4.3,OKLAHOMA,WASHINGTON
40,149,4.2,OKLAHOMA,WASHITA
40,151,2.5,OKLAHOMA,WOODS
40,153,3.9,OKLAHOMA,WOODWARD
41,1,5.4,OREGON,BAKER
41,3,3.2,OREGON,BENTON
41,5,3.7,OREGON,CLACKAMAS
41,7,4.0,OREGON,CLATSOP
41,9,5.1,OREGON,COLUMBIA
41,11,5.4,OREGON,COOS
41,13,6.2,OREGON,CROOK
41,15,6.0,OREGON,CURRY
41,17,4.2,OREGON,DESCHUTES
41,19,5.3,OREGON,DOUGLAS
41,21,4.2,OREGON,GILLIAM
41,23,6.8,OREGON,GRANT
41,25,6.2,OREGON,HARNEY
41,27,3.5,OREGON,HOOD RIVER
41,29,4.7,OREGON,JACKSON
41,31,5.5,OREGON,JEFFERSON
41,33,5.3,OREGON,JOSEPHINE
41,35,5.8,OREGON,KLAMATH
41,37,5.6,OREGON,LAKE
41,39,4.4,OREGON,LANE
41,41,4.7,OREGON,LINCOLN
41,43,4.7,OREGON,LINN
41,45,4.6,OREGON,MALHEUR
41,47,4.3,OREGON,MARION
41,49,4.4,OREGON,MORROW
41,51,3.6,OREGON,MULTNOMAH
41,53,4.3,OREGON,POLK
41,55,4.7,OREGON,SHERMAN
41,57,4.2,OREGON,TILLAMOOK
41,59,4.7,OREGON,UMATILLA
41,61,5.2,OREGON,UNION
41,63,5.5,OREGON,WALLOWA
41,65,4.1,OREGON,WASCO
41,67,3.4,OREGON,WASHINGTON
41,69,3.8,OREGON,WHEELER
41,71,3.7,OREGON,YAMHILL
42,1,3.7,PENNSYLVANIA,ADAMS
42,3,4.8,PENNSYLVANIA,ALLEGHENY
42,5,6.3,PENNSYLVANIA,ARMSTRONG
42,7,5.6,PENNSYLVANIA,BEAVER
42,9,5.3,PENNSYLVANIA,BEDFORD
42,11,4.7,PENNSYLVANIA,BERKS
42,13,4.9,PENNSYLVANIA,BLAIR
42,15,5.2,PENNSYLVANIA,BRADFORD
42,17,4.3,PENNSYLVANIA,BUCKS
42,19,4.6,PENNSYLVANIA,BUTLER
42,21,6.1,PENNSYLVANIA,CAMBRIA
42,23,6.9,PENNSYLVANIA,CAMERON
42,25,5.7,PENNSYLVANIA,CARBON
42,27,3.8,PENNSYLVANIA,CENTRE
42,29,3.7,PENNSYLVANIA,CHESTER
42,31,5.7,PENNSYLVANIA,CLARION
42,33,6.0,PENNSYLVANIA,CLEARFIELD
42,35,6.2,PENNSYLVANIA,CLINTON
42,37,5.3,PENNSYLVANIA,COLUMBIA
42,39,5.6,PENNSYLVANIA,CRAWFORD
42,41,3.9,PENNSYLVANIA,CUMBERLAND
42,43,4.6,PENNSYLVANIA,DAUPHIN
42,45,4.6,PENNSYLVANIA,DELAWARE
42,47,4.9,PENNSYLVANIA,ELK
42,49,5.9,PENNSYLVANIA,ERIE
42,51,7.0,PENNSYLVANIA,FAYETTE
42,53,6.8,PENNSYLVANIA,FOREST
42,55,4.5,PENNSYLVANIA,FRANKLIN
42,57,5.2,PENNSYLVANIA,FULTON
42,59,6.0,PENNSYLVANIA,GREENE
42,61,6.1,PENNSYLVANIA,HUNTINGDON
42,63,5.9,PENNSYLVANIA,INDIANA
42,65,5.7,PENNSYLVANIA,JEFFERSON
42,67,4.7,PENNSYLVANIA,JUNIATA
42,69,5.2,PENNSYLVANIA,LACKAWANNA
42,71,3.9,PENNSYLVANIA,LANCASTER
42,73,6.2,PENNSYLVANIA,LAWRENCE
42,75,4.2,PENNSYLVANIA,LEBANON
42,77,5.1,PENNSYLVANIA,LEHIGH
42,79,6.0,PENNSYLVANIA,LUZERNE
42,81,5.7,PENNSYLVANIA,LYCOMING
42,83,6.2,PENNSYLVANIA,MCKEAN
42,85,5.6,PENNSYLVANIA,MERCER
42,87,5.4,PENNSYLVANIA,MIFFLIN
42,89,6.0,PENNSYLVANIA,MONROE
42,91,3.9,PENNSYLVANIA,MONTGOMERY
42,93,3.9,PENNSYLVANIA,MONTOUR
42,95,5.0,PENNSYLVANIA,NORTHAMPTON
42,97,5.8,PENNSYLVANIA,NORTHUMBERLAND
42,99,4.4,PENNSYLVANIA,PERRY
42,101,6.3,PENNSYLVANIA,PHILADELPHIA /CITY
42,103,6.0,PENNSYLVANIA,PIKE
42,105,6.6,PENNSYLVANIA,POTTER
42,107,5.9,PENNSYLVANIA,SCHUYLKILL
42,109,4.5,PENNSYLVANIA,SNYDER
42,111,6.1,PENNSYLVANIA,SOMERSET
42,113,6.1,PENNSYLVANIA,SULLIVAN
42,115,4.8,PENNSYLVANIA,SUSQUEHANNA
42,117,6.1,PENNSYLVANIA,TIOGA
42,119,4.4,PENNSYLVANIA,UNION
42,121,6.2,PENNSYLVANIA,VENANGO
42,123,5.4,PENNSYLVANIA,WARREN
42,125,5.3,PENNSYLVANIA,WASHINGTON
42,127,5.2,PENNSYLVANIA,WAYNE
42,129,5.3,PENNSYLVANIA,WESTMORELAND
42,131,5.4,PENNSYLVANIA,WYOMING
42,133,4.4,PENNSYLVANIA,YORK
44,1,3.9,RHODE ISLAND,BRISTOL
44,3,4.1,RHODE ISLAND,KENT
44,5,3.9,RHODE ISLAND,NEWPORT
44,7,4.8,RHODE ISLAND,PROVIDENCE
44,9,4.0,RHODE ISLAND,WASHINGTON
45,1,4.5,SOUTH CAROLINA,ABBEVILLE
45,3,4.0,SOUTH CAROLINA,AIKEN
45,5,6.8,SOUTH CAROLINA,ALLENDALE
45,7,3.9,SOUTH CAROLINA,ANDERSON
45,9,7.4,SOUTH CAROLINA,BAMBERG
45,11,5.9,SOUTH CAROLINA,BARNWELL
45,13,4.0,SOUTH CAROLINA,BEAUFORT
45,15,3.8,SOUTH CAROLINA,BERKELEY
45,17,5.1,SOUTH CAROLINA,CALHOUN
45,19,3.4,SOUTH CAROLINA,CHARLESTON
45,21,4.9,SOUTH CAROLINA,CHEROKEE
45,23,6.0,SOUTH CAROLINA,CHESTER
45,25,4.3,SOUTH CAROLINA,CHESTERFIELD
45,27,5.9,SOUTH CAROLINA,CLARENDON
45,29,4.7,SOUTH CAROLINA,COLLETON
45,31,5.2,SOUTH CAROLINA,DARLINGTON
45,33,5.6,SOUTH CAROLINA,DILLON
45,35,3.8,SOUTH CAROLINA,DORCHESTER
45,37,4.5,SOUTH CAROLINA,EDGEFIELD
45,39,7.2,SOUTH CAROLINA,FAIRFIELD
45,41,4.5,SOUTH CAROLINA,FLORENCE
45,43,5.5,SOUTH CAROLINA,GEORGETOWN
45,45,3.6,SOUTH CAROLINA,GREENVILLE
45,47,4.4,SOUTH CAROLINA,GREENWOOD
45,49,4.4,SOUTH CAROLINA,HAMPTON
45,51,4.9,SOUTH CAROLINA,HORRY
45,53,3.6,SOUTH CAROLINA,JASPER
45,55,4.4,SOUTH CAROLINA,KERSHAW
45,57,4.6,SOUTH CAROLINA,LANCASTER
45,59,4.3,SOUTH CAROLINA,LAURENS
45,61,5.9,SOUTH CAROLINA,LEE
45,63,3.5,SOUTH CAROLINA,LEXINGTON
45,65,4.5,SOUTH CAROLINA,MCCORMICK
45,67,7.3,SOUTH CAROLINA,MARION
45,69,6.4,SOUTH CAROLINA,MARLBORO
45,71,4.1,SOUTH CAROLINA,NEWBERRY
45,73,4.3,SOUTH CAROLINA,OCONEE
45,75,7.1,SOUTH CAROLINA,ORANGEBURG
45,77,4.1,SOUTH CAROLINA,PICKENS
45,79,4.2,SOUTH CAROLINA,RICHLAND
45,81,3.9,SOUTH CAROLINA,SALUDA
45,83,4.0,SOUTH CAROLINA,SPARTANBURG
45,85,5.1,SOUTH CAROLINA,SUMTER
45,87,5.3,SOUTH CAROLINA,UNION
45,89,6.3,SOUTH CAROLINA,WILLIAMSBURG
45,91,3.9,SOUTH CAROLINA,YORK
46,3,2.6,SOUTH DAKOTA,AURORA
46,5,2.6,SOUTH DAKOTA,BEADLE
46,7,4.1,SOUTH DAKOTA,BENNETT
46,9,2.7,SOUTH DAKOTA,BON HOMME
46,11,2.9,SOUTH DAKOTA,BROOKINGS
46,13,2.8,SOUTH DAKOTA,BROWN
46,15,2.8,SOUTH DAKOTA,BRULE
46,17,6.9,SOUTH DAKOTA,BUFFALO
46,19,3.3,SOUTH DAKOTA,BUTTE
46,21,3.1,SOUTH DAKOTA,CAMPBELL
46,23,3.4,SOUTH DAKOTA,CHARLES MIX
46,25,4.3,SOUTH DAKOTA,CLARK
46,27,3.0,SOUTH DAKOTA,CLAY
46,29,3.1,SOUTH DAKOTA,CODINGTON
46,31,3.9,SOUTH DAKOTA,CORSON
46,33,4.0,SOUTH DAKOTA,CUSTER
46,35,2.7,SOUTH DAKOTA,DAVISON
46,37,3.8,SOUTH DAKOTA,DAY
46,39,4.5,SOUTH DAKOTA,DEUEL
46,41,9.4,SOUTH DAKOTA,DEWEY
46,43,2.8,SOUTH DAKOTA,DOUGLAS
46,45,2.6,SOUTH DAKOTA,EDMUNDS
46,47,3.7,SOUTH DAKOTA,FALL RIVER
46,49,2.8,SOUTH DAKOTA,FAULK
46,51,3.3,SOUTH DAKOTA,GRANT
46,53,3.2,SOUTH DAKOTA,GREGORY
46,55,2.6,SOUTH DAKOTA,HAAKON
46,57,3.4,SOUTH DAKOTA,HAMLIN
46,59,2.3,SOUTH DAKOTA,HAND
46,61,3.8,SOUTH DAKOTA,HANSON
46,63,2.8,SOUTH DAKOTA,HARDING
46,65,2.5,SOUTH DAKOTA,HUGHES
46,67,2.8,SOUTH DAKOTA,HUTCHINSON
46,69,2.9,SOUTH DAKOTA,HYDE
46,71,5.2,SOUTH DAKOTA,JACKSON
46,73,2.2,SOUTH DAKOTA,JERAULD
46,75,2.7,SOUTH DAKOTA,JONES
46,77,2.9,SOUTH DAKOTA,KINGSBURY
46,79,3.5,SOUTH DAKOTA,LAKE
46,81,3.0,SOUTH DAKOTA,LAWRENCE
46,83,2.3,SOUTH DAKOTA,LINCOLN
46,85,4.6,SOUTH DAKOTA,LYMAN
46,87,2.6,SOUTH DAKOTA,MCCOOK
46,89,3.2,SOUTH DAKOTA,MCPHERSON
46,91,4.1,SOUTH DAKOTA,MARSHALL
