StateFIPS,CountyFIPS,Name,Total,Employed,Unemployed
17,025,"Clay County, IL",6734,6274,460
17,027,"Clinton County, IL",20537,19621,916
17,029,"Coles County, IL",24628,23173,1455
17,031,"Cook County, IL",2664757,2500070,164687
17,033,"Crawford County, IL",9065,8498,567
17,035,"Cumberland County, IL",6009,5694,315
17,037,"DeKalb County, IL",55418,52454,2964
17,039,"De Witt County, IL",7975,7521,454
17,041,"Douglas County, IL",10326,9839,487
17,043,"DuPage County, IL",516779,491849,24930
17,045,"Edgar County, IL",9747,9163,584
17,047,"Edwards County, IL",2984,2811,173
17,049,"Effingham County, IL",18775,17880,895
17,051,"Fayette County, IL",9786,9149,637
17,053,"Ford County, IL",6683,6319,364
17,055,"Franklin County, IL",16765,15406,1359
17,057,"Fulton County, IL",15871,14697,1174
17,059,"Gallatin County, IL",2546,2352,194
17,061,"Greene County, IL",6095,5740,355
17,063,"Grundy County, IL",25767,23999,1768
17,065,"Hamilton County, IL",4273,4007,266
17,067,"Hancock County, IL",8868,8289,579
17,069,"Hardin County, IL",1400,1269,131
17,071,"Henderson County, IL",3732,3505,227
17,073,"Henry County, IL",25322,23793,1529
17,075,"Iroquois County, IL",14860,14040,820
17,077,"Jackson County, IL",28802,27249,1553
17,079,"Jasper County, IL",4665,4373,292
17,081,"Jefferson County, IL",17642,16512,1130
17,083,"Jersey County, IL",11102,10455,647
17,085,"Jo Daviess County, IL",11425,10810,615
17,087,"Johnson County, IL",4227,3858,369
17,089,"Kane County, IL",271322,256305,15017
17,091,"Kankakee County, IL",54935,51381,3554
17,093,"Kendall County, IL",67962,64414,3548
17,095,"Knox County, IL",23035,21619,1416
17,097,"Lake County, IL",373373,353803,19570
17,099,"LaSalle County, IL",57348,53477,3871
17,101,"Lawrence County, IL",6200,5741,459
17,103,"Lee County, IL",18097,17168,929
17,105,"Livingston County, IL",17097,16174,923
17,107,"Logan County, IL",13097,12398,699
17,109,"McDonough County, IL",14086,13203,883
17,111,"McHenry County, IL",167872,158890,8982
17,113,"McLean County, IL",90908,86313,4595
17,115,"Macon County, IL",50782,47430,3352
17,117,"Macoupin County, IL",23458,22060,1398
17,119,"Madison County, IL",135685,127691,7994
17,121,"Marion County, IL",18104,16947,1157
17,123,"Marshall County, IL",5656,5280,376
17,125,"Mason County, IL",6466,6005,461
17,127,"Massac County, IL",6018,5588,430
17,129,"Menard County, IL",6772,6454,318
17,131,"Mercer County, IL",8258,7744,514
17,133,"Monroe County, IL",18565,17810,755
17,135,"Montgomery County, IL",12160,11297,863
17,137,"Morgan County, IL",17005,16165,840
17,139,"Moultrie County, IL",7475,7133,342
17,141,"Ogle County, IL",25900,24368,1532
17,143,"Peoria County, IL",88412,82310,6102
17,145,"Perry County, IL",8743,8121,622
17,147,"Piatt County, IL",8729,8305,424
17,149,"Pike County, IL",7542,7155,387
17,151,"Pope County, IL",1774,1647,127
17,153,"Pulaski County, IL",2203,2017,186
17,155,"Putnam County, IL",3121,2945,176
17,157,"Randolph County, IL",14609,13878,731
17,159,"Richland County, IL",7574,7124,450
17,161,"Rock Island County, IL",72387,67847,4540
17,163,"St. Clair County, IL",127728,119971,7757
17,165,"Saline County, IL",10092,9228,864
17,167,"Sangamon County, IL",104237,99031,5206
17,169,"Schuyler County, IL",3372,3183,189
17,171,"Scott County, IL",2538,2394,144
17,173,"Shelby County, IL",10439,9842,597
17,175,"Stark County, IL",2771,2567,204
17,177,"Stephenson County, IL",21497,20237,1260
17,179,"Tazewell County, IL",66050,61804,4246
17,181,"Union County, IL",7555,6995,560
17,183,"Vermilion County, IL",35043,32499,2544
17,185,"Wabash County, IL",5778,5415,363
17,187,"Warren County, IL",8734,8273,461
17,189,"Washington County, IL",9686,9321,365
17,191,"Wayne County, IL",7332,6707,625
17,193,"White County, IL",6919,6464,455
17,195,"Whiteside County, IL",28851,27177,1674
17,197,"Will County, IL",362899,340783,22116
17,199,"Williamson County, IL",32460,30465,1995
17,201,"Winnebago County, IL",141910,132448,9462
17,203,"Woodford County, IL",19433,18367,1066
18,001,"Adams County, IN",17057,16454,603
18,003,"Allen County, IN",181043,173422,7621
18,005,"Bartholomew County, IN",44497,43010,1487
18,007,"Benton County, IN",4570,4379,191
18,009,"Blackford County, IN",5341,5059,282
18,011,"Boone County, IN",34896,33733,1163
18,013,"Brown County, IN",7531,7232,299
18,015,"Carroll County, IN",10118,9695,423
18,017,"Cass County, IN",18065,17238,827
18,019,"Clark County, IN",60593,58105,2488
18,021,"Clay County, IN",12399,11826,573
18,023,"Clinton County, IN",17170,16512,658
18,025,"Crawford County, IN",5003,4725,278
18,027,"Daviess County, IN",15990,15432,558
18,029,"Dearborn County, IN",25622,24431,1191
18,031,"Decatur County, IN",14571,14059,512
18,033,"DeKalb County, IN",22257,21397,860
18,035,"Delaware County, IN",55129,52342,2787
18,037,"Dubois County, IN",23421,22702,719
18,039,"Elkhart County, IN",108584,104854,3730
18,041,"Fayette County, IN",9358,8827,531
18,043,"Floyd County, IN",41025,39369,1656
18,045,"Fountain County, IN",7977,7520,457
18,047,"Franklin County, IN",11490,10998,492
18,049,"Fulton County, IN",9896,9439,457
18,051,"Gibson County, IN",19219,18532,687
18,053,"Grant County, IN",32170,30606,1564
18,055,"Greene County, IN",13751,12864,887
18,057,"Hamilton County, IN",174686,169167,5519
18,059,"Hancock County, IN",38727,37281,1446
18,061,"Harrison County, IN",19976,19148,828
18,063,"Hendricks County, IN",85878,82920,2958
18,065,"Henry County, IN",22136,21128,1008
18,067,"Howard County, IN",38114,36365,1749
18,069,"Huntington County, IN",18707,17958,749
18,071,"Jackson County, IN",22370,21563,807
18,073,"Jasper County, IN",16585,15714,871
18,075,"Jay County, IN",9955,9510,445
18,077,"Jefferson County, IN",15300,14597,703
18,079,"Jennings County, IN",13278,12656,622
18,081,"Johnson County, IN",80340,77460,2880
18,083,"Knox County, IN",19084,18261,823
18,085,"Kosciusko County, IN",41542,40008,1534
18,087,"LaGrange County, IN",19445,18784,661
18,089,"Lake County, IN",232420,217907,14513
18,091,"LaPorte County, IN",48689,45863,2826
18,093,"Lawrence County, IN",20611,19455,1156
18,095,"Madison County, IN",59021,56085,2936
18,097,"Marion County, IN",481919,460661,21258
18,099,"Marshall County, IN",24351,23451,900
18,101,"Martin County, IN",5155,4947,208
18,103,"Miami County, IN",16103,15351,752
18,105,"Monroe County, IN",68053,64931,3122
18,107,"Montgomery County, IN",19178,18450,728
18,109,"Morgan County, IN",36074,34561,1513
18,111,"Newton County, IN",7043,6655,388
18,113,"Noble County, IN",23354,22419,935
18,115,"Ohio County, IN",3227,3072,155
18,117,"Orange County, IN",8888,8443,445
18,119,"Owen County, IN",9268,8759,509
18,121,"Parke County, IN",7273,6899,374
18,123,"Perry County, IN",9470,9044,426
18,125,"Pike County, IN",6337,6065,272
18,127,"Porter County, IN",86357,81990,4367
18,129,"Posey County, IN",13465,12941,524
18,131,"Pulaski County, IN",6386,6104,282
18,133,"Putnam County, IN",16619,15880,739
18,135,"Randolph County, IN",12681,12118,563
18,137,"Ripley County, IN",14078,13442,636
18,139,"Rush County, IN",8987,8654,333
18,141,"St. Joseph County, IN",134247,128253,5994
18,143,"Scott County, IN",10486,9984,502
18,145,"Shelby County, IN",22980,22074,906
18,147,"Spencer County, IN",10988,10543,445
18,149,"Starke County, IN",10869,10289,580
18,151,"Steuben County, IN",20104,19379,725
18,153,"Sullivan County, IN",8707,8202,505
18,155,"Switzerland County, IN",5000,4759,241
18,157,"Tippecanoe County, IN",94482,90699,3783
18,159,"Tipton County, IN",8537,8213,324
18,161,"Union County, IN",3641,3496,145
18,163,"Vanderburgh County, IN",93328,89539,3789
18,165,"Vermillion County, IN",7276,6803,473
18,167,"Vigo County, IN",49419,46792,2627
18,169,"Wabash County, IN",15493,14842,651
18,171,"Warren County, IN",4116,3919,197
18,173,"Warrick County, IN",32516,31221,1295
18,175,"Washington County, IN",13696,13078,618
18,177,"Wayne County, IN",30980,29514,1466
18,179,"Wells County, IN",14183,13685,498
18,181,"White County, IN",13658,13122,536
18,183,"Whitley County, IN",17252,16591,661
19,001,"Adair County, IA",4255,4131,124
19,003,"Adams County, IA",2227,2169,58
19,005,"Allamakee County, IA",7708,7329,379
19,007,"Appanoose County, IA",6190,5900,290
19,009,"Audubon County, IA",3293,3185,108
19,011,"Benton County, IA",13666,13179,487
19,013,"Black Hawk County, IA",69624,66425,3199
19,015,"Boone County, IA",15193,14772,421
19,017,"Bremer County, IA",13979,13483,496
19,019,"Buchanan County, IA",11259,10799,460
19,021,"Buena Vista County, IA",11571,11167,404
19,023,"Butler County, IA",8070,7722,348
19,025,"Calhoun County, IA",4545,4375,170
19,027,"Carroll County, IA",11337,11049,288
19,029,"Cass County, IA",7301,7065,236
19,031,"Cedar County, IA",10914,10554,360
19,033,"Cerro Gordo County, IA",23235,22408,827
19,035,"Cherokee County, IA",6353,6124,229
19,037,"Chickasaw County, IA",6458,6175,283
19,039,"Clarke County, IA",4855,4693,162
19,041,"Clay County, IA",8764,8429,335
19,043,"Clayton County, IA",10354,9918,436
19,045,"Clinton County, IA",23936,22765,1171
19,047,"Crawford County, IA",8479,8020,459
19,049,"Dallas County, IA",46059,44856,1203
19,051,"Davis County, IA",4311,4130,181
19,053,"Decatur County, IA",4428,4287,141
19,055,"Delaware County, IA",10782,10412,370
19,057,"Des Moines County, IA",20141,19155,986
19,059,"Dickinson County, IA",10354,9912,442
19,061,"Dubuque County, IA",54968,53029,1939
19,063,"Emmet County, IA",5624,5387,237
19,065,"Fayette County, IA",10767,10293,474
19,067,"Floyd County, IA",8735,8420,315
19,069,"Franklin County, IA",5975,5770,205
19,071,"Fremont County, IA",4009,3878,131
19,073,"Greene County, IA",5697,5520,177
19,075,"Grundy County, IA",6669,6441,228
19,077,"Guthrie County, IA",5654,5452,202
19,079,"Hamilton County, IA",7178,6910,268
19,081,"Hancock County, IA",6424,6252,172
19,083,"Hardin County, IA",8617,8285,332
19,085,"Harrison County, IA",7489,7238,251
19,087,"Henry County, IA",9612,9273,339
19,089,"Howard County, IA",5357,5166,191
19,091,"Humboldt County, IA",5415,5260,155
19,093,"Ida County, IA",4046,3944,102
19,095,"Iowa County, IA",10613,10286,327
19,097,"Jackson County, IA",11119,10658,461
19,099,"Jasper County, IA",19345,18665,680
19,101,"Jefferson County, IA",9233,8897,336
19,103,"Johnson County, IA",84759,82580,2179
19,105,"Jones County, IA",10743,10287,456
19,107,"Keokuk County, IA",5349,5121,228
19,109,"Kossuth County, IA",8941,8709,232
19,111,"Lee County, IA",17549,16499,1050
19,113,"Linn County, IA",119414,115074,4340
19,115,"Louisa County, IA",6134,5896,238
19,117,"Lucas County, IA",4404,4266,138
19,119,"Lyon County, IA",7125,6981,144
19,121,"Madison County, IA",8294,8002,292
19,123,"Mahaska County, IA",11859,11424,435
19,125,"Marion County, IA",17538,17014,524
19,127,"Marshall County, IA",19234,18300,934
19,129,"Mills County, IA",7445,7176,269
19,131,"Mitchell County, IA",5911,5757,154
19,133,"Monona County, IA",4750,4558,192
19,135,"Monroe County, IA",3978,3796,182
19,137,"Montgomery County, IA",5139,4959,180
19,139,"Muscatine County, IA",22548,21697,851
19,141,"O'Brien County, IA",8405,8174,231
19,143,"Osceola County, IA",3662,3566,96
19,145,"Page County, IA",6498,6176,322
19,147,"Palo Alto County, IA",4992,4839,153
19,149,"Plymouth County, IA",15087,14705,382
19,151,"Pocahontas County, IA",4340,4217,123
19,153,"Polk County, IA",258689,249790,8899
19,155,"Pottawattamie County, IA",48517,46887,1630
19,157,"Poweshiek County, IA",10478,10122,356
19,159,"Ringgold County, IA",2621,2530,91
19,161,"Sac County, IA",5523,5359,164
19,163,"Scott County, IA",87175,83275,3900
19,165,"Shelby County, IA",6859,6659,200
19,167,"Sioux County, IA",20796,20323,473
19,169,"Story County, IA",57270,55939,1331
19,171,"Tama County, IA",9818,9411,407
19,173,"Taylor County, IA",3247,3152,95
19,175,"Union County, IA",6549,6302,247
19,177,"Van Buren County, IA",3880,3739,141
19,179,"Wapello County, IA",17981,16949,1032
19,181,"Warren County, IA",27252,26388,864
19,183,"Washington County, IA",12421,12060,361
19,185,"Wayne County, IA",2856,2749,107
19,187,"Webster County, IA",20538,19725,813
19,189,"Winnebago County, IA",5226,5046,180
19,191,"Winneshiek County, IA",12125,11702,423
19,193,"Woodbury County, IA",56044,54065,1979
19,195,"Worth County, IA",4292,4146,146
19,197,"Wright County, IA",6726,6452,274
20,001,"Allen County, KS",6467,6108,359
20,003,"Anderson County, KS",4193,4014,179
20,005,"Atchison County, KS",7078,6639,439
20,007,"Barber County, KS",2538,2445,93
20,009,"Barton County, KS",14087,13457,630
20,011,"Bourbon County, KS",7160,6813,347
20,013,"Brown County, KS",5189,5001,188
20,015,"Butler County, KS",32340,30994,1346
20,017,"Chase County, KS",1413,1364,49
20,019,"Chautauqua County, KS",1547,1467,80
20,021,"Cherokee County, KS",10336,9879,457
20,023,"Cheyenne County, KS",1351,1313,38
20,025,"Clark County, KS",1121,1090,31
20,027,"Clay County, KS",4053,3888,165
20,029,"Cloud County, KS",4275,4100,175
20,031,"Coffey County, KS",4303,4037,266
20,033,"Comanche County, KS",975,945,30
20,035,"Cowley County, KS",16985,16236,749
20,037,"Crawford County, KS",19001,18087,914
20,039,"Decatur County, KS",1298,1247,51
20,041,"Dickinson County, KS",9209,8803,406
20,043,"Doniphan County, KS",4294,4128,166
20,045,"Douglas County, KS",65567,63255,2312
20,047,"Edwards County, KS",1662,1612,50
20,049,"Elk County, KS",1194,1135,59
20,051,"Ellis County, KS",17090,16564,526
20,053,"Ellsworth County, KS",2846,2737,109
20,055,"Finney County, KS",20245,19620,625
20,057,"Ford County, KS",17966,17399,567
20,059,"Franklin County, KS",14291,13693,598
20,061,"Geary County, KS",12112,11431,681
20,063,"Gove County, KS",1458,1423,35
20,065,"Graham County, KS",1230,1176,54
20,067,"Grant County, KS",3792,3656,136
20,069,"Gray County, KS",3426,3348,78
20,071,"Greeley County, KS",916,897,19
20,073,"Greenwood County, KS",3337,3175,162
20,075,"Hamilton County, KS",1650,1606,44
20,077,"Harper County, KS",2894,2791,103
20,079,"Harvey County, KS",17283,16554,729
20,081,"Haskell County, KS",2315,2255,60
20,083,"Hodgeman County, KS",1034,1007,27
20,085,"Jackson County, KS",7293,7041,252
20,087,"Jefferson County, KS",10262,9864,398
20,089,"Jewell County, KS",1336,1279,57
20,091,"Johnson County, KS",329826,319111,10715
20,093,"Kearny County, KS",2067,2002,65
20,095,"Kingman County, KS",3544,3388,156
20,097,"Kiowa County, KS",1426,1387,39
20,099,"Labette County, KS",10782,10202,580
20,101,"Lane County, KS",814,789,25
20,103,"Leavenworth County, KS",35945,34402,1543
20,105,"Lincoln County, KS",1746,1686,60
20,107,"Linn County, KS",4362,4083,279
20,109,"Logan County, KS",1731,1687,44
20,111,"Lyon County, KS",16897,16206,691
20,113,"McPherson County, KS",16413,15897,516
20,115,"Marion County, KS",6148,5907,241
20,117,"Marshall County, KS",5588,5419,169
20,119,"Meade County, KS",2388,2324,64
20,121,"Miami County, KS",17098,16389,709
20,123,"Mitchell County, KS",3712,3590,122
20,125,"Montgomery County, KS",16070,15088,982
20,127,"Morris County, KS",3065,2947,118
20,129,"Morton County, KS",1350,1298,52
20,131,"Nemaha County, KS",5923,5765,158
20,133,"Neosho County, KS",6083,5648,435
20,135,"Ness County, KS",1429,1380,49
20,137,"Norton County, KS",2885,2815,70
20,139,"Osage County, KS",8094,7738,356
20,141,"Osborne County, KS",2068,1998,70
20,143,"Ottawa County, KS",3177,3057,120
20,145,"Pawnee County, KS",3224,3118,106
20,147,"Phillips County, KS",2870,2780,90
20,149,"Pottawatomie County, KS",12207,11782,425
20,151,"Pratt County, KS",5128,4920,208
20,153,"Rawlins County, KS",1552,1515,37
20,155,"Reno County, KS",30273,28944,1329
20,157,"Republic County, KS",2555,2485,70
20,159,"Rice County, KS",5329,5117,212
20,161,"Riley County, KS",35046,33861,1185
20,163,"Rooks County, KS",2681,2555,126
20,165,"Rush County, KS",1740,1671,69
20,167,"Russell County, KS",3589,3439,150
20,169,"Saline County, KS",30249,29124,1125
20,171,"Scott County, KS",2900,2829,71
20,173,"Sedgwick County, KS",248395,236886,11509
20,175,"Seward County, KS",10278,9831,447
20,177,"Shawnee County, KS",92101,88415,3686
20,179,"Sheridan County, KS",1456,1421,35
20,181,"Sherman County, KS",2954,2857,97
20,183,"Smith County, KS",2043,1978,65
20,185,"Stafford County, KS",2104,2027,77
20,187,"Stanton County, KS",1075,1045,30
20,189,"Stevens County, KS",2921,2806,115
20,191,"Sumner County, KS",10981,10517,464
20,193,"Thomas County, KS",4372,4252,120
20,195,"Trego County, KS",1483,1424,59
20,197,"Wabaunsee County, KS",3723,3590,133
20,199,"Wallace County, KS",863,840,23
20,201,"Washington County, KS",3097,2996,101
20,203,"Wichita County, KS",1211,1183,28
20,205,"Wilson County, KS",4133,3886,247
20,207,"Woodson County, KS",1624,1531,93
20,209,"Wyandotte County, KS",76774,72523,4251
21,001,"Adair County, KY",7083,6622,461
21,003,"Allen County, KY",8853,8477,376
21,005,"Anderson County, KY",11461,11006,455
21,007,"Ballard County, KY",3641,3320,321
21,009,"Barren County, KY",18859,17985,874
21,011,"Bath County, KY",4758,4412,346
21,013,"Bell County, KY",8654,7869,785
21,015,"Boone County, KY",67283,64755,2528
21,017,"Bourbon County, KY",9879,9416,463
21,019,"Boyd County, KY",18542,17058,1484
21,021,"Boyle County, KY",12312,11711,601
21,023,"Bracken County, KY",3831,3604,227
21,025,"Breathitt County, KY",3745,3381,364
21,027,"Breckinridge County, KY",7736,7256,480
21,029,"Bullitt County, KY",40534,38873,1661
21,031,"Butler County, KY",5161,4884,277
21,033,"Caldwell County, KY",5356,5067,289
21,035,"Calloway County, KY",18694,17860,834
21,037,"Campbell County, KY",48731,46893,1838
21,039,"Carlisle County, KY",2565,2401,164
21,041,"Carroll County, KY",5183,4930,253
21,043,"Carter County, KY",9934,8899,1035
21,045,"Casey County, KY",6689,6371,318
21,047,"Christian County, KY",24889,23381,1508
21,049,"Clark County, KY",17023,16215,808
21,051,"Clay County, KY",5449,4904,545
21,053,"Clinton County, KY",3749,3470,279
21,055,"Crittenden County, KY",4022,3814,208
21,057,"Cumberland County, KY",2890,2728,162
21,059,"Daviess County, KY",46692,44636,2056
21,061,"Edmonson County, KY",4804,4511,293
21,063,"Elliott County, KY",2096,1858,238
21,065,"Estill County, KY",5241,4936,305
21,067,"Fayette County, KY",171498,165460,6038
21,069,"Fleming County, KY",5945,5579,366
21,071,"Floyd County, KY",11447,10169,1278
21,073,"Franklin County, KY",24448,23466,982
21,075,"Fulton County, KY",2066,1925,141
21,077,"Gallatin County, KY",3904,3717,187
21,079,"Garrard County, KY",7527,7165,362
21,081,"Grant County, KY",11350,10806,544
21,083,"Graves County, KY",15305,14366,939
21,085,"Grayson County, KY",10726,10015,711
21,087,"Green County, KY",5002,4780,222
21,089,"Greenup County, KY",13884,12698,1186
21,091,"Hancock County, KY",4040,3826,214
21,093,"Hardin County, KY",47800,45688,2112
21,095,"Harlan County, KY",6738,5862,876
21,097,"Harrison County, KY",8494,8099,395
21,099,"Hart County, KY",7903,7534,369
21,101,"Henderson County, KY",21607,20594,1013
21,103,"Henry County, KY",7927,7606,321
21,105,"Hickman County, KY",1920,1807,113
21,107,"Hopkins County, KY",19637,18530,1107
21,109,"Jackson County, KY",4166,3841,325
21,111,"Jefferson County, KY",386769,369938,16831
21,113,"Jessamine County, KY",25667,24677,990
21,115,"Johnson County, KY",7010,6297,713
21,117,"Kenton County, KY",84740,81306,3434
21,119,"Knott County, KY",4556,4035,521
21,121,"Knox County, KY",9896,9115,781
21,123,"Larue County, KY",5900,5632,268
21,125,"Laurel County, KY",23913,22450,1463
21,127,"Lawrence County, KY",5039,4496,543
21,129,"Lee County, KY",1897,1714,183
21,131,"Leslie County, KY",2789,2417,372
21,133,"Letcher County, KY",6421,5634,787
21,135,"Lewis County, KY",4742,4281,461
21,137,"Lincoln County, KY",9148,8599,549
21,139,"Livingston County, KY",3687,3425,262
21,141,"Logan County, KY",11735,11225,510
21,143,"Lyon County, KY",2961,2789,172
21,145,"McCracken County, KY",29006,27354,1652
21,147,"McCreary County, KY",4600,4234,366
21,149,"McLean County, KY",4333,4127,206
21,151,"Madison County, KY",45115,43253,1862
21,153,"Magoffin County, KY",3139,2525,614
21,155,"Marion County, KY",9402,9010,392
21,157,"Marshall County, KY",14912,14058,854
21,159,"Martin County, KY",3083,2769,314
21,161,"Mason County, KY",7137,6687,450
21,163,"Meade County, KY",12092,11477,615
21,165,"Menifee County, KY",2393,2188,205
21,167,"Mercer County, KY",9891,9418,473
21,169,"Metcalfe County, KY",4120,3934,186
21,171,"Monroe County, KY",4603,4411,192
21,173,"Montgomery County, KY",11854,11101,753
21,175,"Morgan County, KY",4485,4130,355
21,177,"Muhlenberg County, KY",11361,10540,821
21,179,"Nelson County, KY",21706,20731,975
21,181,"Nicholas County, KY",3219,3036,183
21,183,"Ohio County, KY",9524,8894,630
21,185,"Oldham County, KY",31932,30862,1070
21,187,"Owen County, KY",5490,5257,233
21,189,"Owsley County, KY",1120,1012,108
21,191,"Pendleton County, KY",6851,6526,325
21,193,"Perry County, KY",8549,7634,915
21,195,"Pike County, KY",20225,18052,2173
21,197,"Powell County, KY",4958,4607,351
21,199,"Pulaski County, KY",25388,24021,1367
21,201,"Robertson County, KY",805,756,49
21,203,"Rockcastle County, KY",6683,6280,403
21,205,"Rowan County, KY",10574,9955,619
21,207,"Russell County, KY",6135,5626,509
21,209,"Scott County, KY",27992,26943,1049
21,211,"Shelby County, KY",23811,22972,839
21,213,"Simpson County, KY",8391,8021,370
21,215,"Spencer County, KY",9656,9294,362
21,217,"Taylor County, KY",12218,11622,596
21,219,"Todd County, KY",5303,5070,233
21,221,"Trigg County, KY",5819,5497,322
21,223,"Trimble County, KY",3869,3663,206
21,225,"Union County, KY",6163,5749,414
21,227,"Warren County, KY",61992,59600,2392
21,229,"Washington County, KY",6083,5825,258
21,231,"Wayne County, KY",7259,6708,551
21,233,"Webster County, KY",5834,5487,347
21,235,"Whitley County, KY",13349,12480,869
21,237,"Wolfe County, KY",1917,1725,192
21,239,"Woodford County, KY",14762,14294,468
22,001,"Acadia Parish, LA",24540,22724,1816
22,003,"Allen Parish, LA",8910,8337,573
22,005,"Ascension Parish, LA",62060,59019,3041
22,007,"Assumption Parish, LA",9218,8443,775
22,009,"Avoyelles Parish, LA",15702,14591,1111
22,011,"Beauregard Parish, LA",15083,14169,914
22,013,"Bienville Parish, LA",5671,5239,432
22,015,"Bossier Parish, LA",57649,54581,3068
22,017,"Caddo Parish, LA",107169,100070,7099
22,019,"Calcasieu Parish, LA",103001,98072,4929
22,021,"Caldwell Parish, LA",3987,3682,305
22,023,"Cameron Parish, LA",3822,3654,168
22,025,"Catahoula Parish, LA",3428,3109,319
22,027,"Claiborne Parish, LA",5958,5560,398
22,029,"Concordia Parish, LA",7260,6659,601
22,031,"De Soto Parish, LA",10902,10100,802
22,033,"East Baton Rouge Parish, LA",232408,220408,12000
22,035,"East Carroll Parish, LA",2141,1893,248
22,037,"East Feliciana Parish, LA",8114,7645,469
22,039,"Evangeline Parish, LA",12686,11745,941
22,041,"Franklin Parish, LA",7288,6627,661
22,043,"Grant Parish, LA",8334,7752,582
22,045,"Iberia Parish, LA",30150,27315,2835
22,047,"Iberville Parish, LA",14126,13157,969
22,049,"Jackson Parish, LA",7092,6696,396
22,051,"Jefferson Parish, LA",216748,205292,11456
22,053,"Jefferson Davis Parish, LA",13592,12773,819
22,055,"Lafayette Parish, LA",114488,107456,7032
22,057,"Lafourche Parish, LA",43345,40617,2728
22,059,"LaSalle Parish, LA",6278,5862,416
22,061,"Lincoln Parish, LA",21490,20153,1337
22,063,"Livingston Parish, LA",68759,65272,3487
22,065,"Madison Parish, LA",3840,3495,345
22,067,"Morehouse Parish, LA",10635,9603,1032
22,069,"Natchitoches Parish, LA",16733,15606,1127
22,071,"Orleans Parish, LA",180187,169604,10583
22,073,"Ouachita Parish, LA",71640,67279,4361
22,075,"Plaquemines Parish, LA",10197,9651,546
22,077,"Pointe Coupee Parish, LA",9972,9325,647
22,079,"Rapides Parish, LA",57346,53805,3541
22,081,"Red River Parish, LA",3813,3583,230
22,083,"Richland Parish, LA",8455,7827,628
22,085,"Sabine Parish, LA",9150,8516,634
22,087,"St. Bernard Parish, LA",19571,18379,1192
22,089,"St. Charles Parish, LA",25351,24004,1347
22,091,"St. Helena Parish, LA",4395,4058,337
22,093,"St. James Parish, LA",9618,8898,720
22,095,"St. John the Baptist Parish, LA",20080,18706,1374
22,097,"St. Landry Parish, LA",32850,30194,2656
22,099,"St. Martin Parish, LA",22992,21208,1784
22,101,"St. Mary Parish, LA",21967,19903,2064
22,103,"St. Tammany Parish, LA",117626,111775,5851
22,105,"Tangipahoa Parish, LA",54229,50567,3662
22,107,"Tensas Parish, LA",1628,1468,160
22,109,"Terrebonne Parish, LA",49011,45592,3419
22,111,"Union Parish, LA",9254,8647,607
22,113,"Vermilion Parish, LA",24732,22848,1884
22,115,"Vernon Parish, LA",16949,15720,1229
22,117,"Washington Parish, LA",16966,15773,1193
22,119,"Webster Parish, LA",15218,13919,1299
22,121,"West Baton Rouge Parish, LA",13256,12549,707
22,123,"West Carroll Parish, LA",4108,3617,491
22,125,"West Feliciana Parish, LA",5334,5058,276
22,127,"Winn Parish, LA",5191,4788,403
23,001,"Androscoggin County, ME",55482,53500,1982
23,003,"Aroostook County, ME",31548,29842,1706
23,005,"Cumberland County, ME",162396,157678,4718
23,007,"Franklin County, ME",14483,13838,645
23,009,"Hancock County, ME",29245,27934,1311
23,011,"Kennebec County, ME",62459,60193,2266
23,013,"Knox County, ME",20762,20034,728
23,015,"Lincoln County, ME",17057,16429,628
23,017,"Oxford County, ME",26635,25409,1226
23,019,"Penobscot County, ME",77183,73852,3331
23,021,"Piscataquis County, ME",7494,7123,371
23,023,"Sagadahoc County, ME",19241,18673,568
23,025,"Somerset County, ME",23544,22225,1319
23,027,"Waldo County, ME",20914,20041,873
23,029,"Washington County, ME",14042,13268,774
23,031,"York County, ME",111436,107686,3750
24,001,"Allegany County, MD",32365,30416,1949
24,003,"Anne Arundel County, MD",303234,292085,11149
24,005,"Baltimore County, MD",444683,424736,19947
24,009,"Calvert County, MD",48750,46930,1820
24,011,"Caroline County, MD",17643,16830,813
24,013,"Carroll County, MD",93015,89753,3262
24,015,"Cecil County, MD",52564,49912,2652
24,017,"Charles County, MD",83812,80379,3433
24,019,"Dorchester County, MD",15863,14911,952
24,021,"Frederick County, MD",128533,123692,4841
24,023,"Garrett County, MD",15483,14635,848
24,025,"Harford County, MD",136199,130653,5546
24,027,"Howard County, MD",179120,173421,5699
24,029,"Kent County, MD",10230,9750,480
24,031,"Montgomery County, MD",544649,526510,18139
24,033,"Prince George's County, MD",499860,478398,21462
24,035,"Queen Anne's County, MD",26567,25564,1003
24,037,"St. Mary's County, MD",54730,52486,2244
24,039,"Somerset County, MD",9219,8573,646
24,041,"Talbot County, MD",19517,18727,790
24,043,"Washington County, MD",75300,71575,3725
24,045,"Wicomico County, MD",50359,47331,3028
24,047,"Worcester County, MD",25158,22900,2258
24,510,"Baltimore city, MD",289071,270665,18406
25,001,"Barnstable County, MA",111677,106010,5667
25,003,"Berkshire County, MA",64396,61392,3004
25,005,"Bristol County, MA",290690,275900,14790
25,007,"Dukes County, MA",9357,8857,500
25,009,"Essex County, MA",410554,393617,16937
25,011,"Franklin County, MA",39542,38108,1434
25,013,"Hampden County, MA",222228,210141,12087
25,015,"Hampshire County, MA",88079,84767,3312
25,017,"Middlesex County, MA",873570,844884,28686
