FIPS_ST,FIPS_CTY,CPOPARST,AG_ARRST,JURFLAG,COVIND,GRNDTOT,P1TOT,P1VLNT,P1PRPTY,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON,OTHASLT,FRGYCNT,FRAUD,EMBEZL,STLNPRP,VANDLSM,WEAPONS,COMVICE,SEXOFF,DRUGTOT,DRGSALE,COCSALE,MJSALE,SYNSALE,OTHSALE,DRGPOSS,COCPOSS,MJPOSS,SYNPOSS,OTHPOSS,GAMBLE,BOOKMKG,NUMBERS,OTGAMBL,OFAGFAM,DUI,LIQUOR,DRUNK,DISORDR,VAGRANT,ALLOTHR,SUSPICN,CURFEW,RUNAWAY
31,089,10270,3,One cnty,100.0,233,17,2,15,1,1,0,0,2,11,1,1,27,0,0,0,1,6,4,0,2,33,4,0,3,1,0,29,0,23,3,2,0,0,0,0,3,42,50,0,12,0,36,0,0,0
31,091,731,2,One cnty,100.0,5,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31,093,6428,3,One cnty,0.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,8,6,0,0,0,6,0,0,0
31,095,7203,3,One cnty,51.6174,236,42,13,29,0,0,0,13,8,20,1,0,49,0,7,0,2,5,3,0,1,25,1,0,0,1,0,24,0,18,1,5,0,0,0,0,8,14,24,0,10,0,46,0,0,0
31,097,5156,2,One cnty,66.6667,70,3,0,3,0,0,0,0,2,2,0,0,17,0,0,0,0,0,2,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,2,9,0,0,2,0,35,0,0,0
31,099,6595,3,One cnty,100.0,114,4,2,2,0,0,0,2,0,2,0,0,18,0,8,0,4,4,2,0,0,16,1,0,0,0,1,15,0,14,0,1,0,0,0,0,0,10,6,0,7,0,35,0,0,0
31,101,7991,3,One cnty,100.0,490,60,9,51,0,1,0,8,5,46,0,0,57,4,9,0,3,9,17,0,0,128,18,2,7,1,8,110,1,82,6,21,0,0,0,0,3,36,43,0,17,0,103,0,1,0
31,103,800,2,One cnty,100.0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,105,3658,3,One cnty,100.0,111,6,4,2,0,0,0,4,0,2,0,0,14,0,0,0,1,1,5,0,2,26,2,0,2,0,0,24,0,22,0,2,0,0,0,0,1,13,14,0,1,0,27,0,0,0
31,107,8504,2,One cnty,100.0,73,6,1,5,0,0,0,1,1,4,0,0,4,0,0,0,0,0,3,0,0,4,1,0,0,0,1,3,0,0,0,3,0,0,0,0,1,19,15,0,0,0,21,0,0,0
31,109,310207,4,One cnty,100.0,15536,2879,480,2399,7,31,61,381,96,2213,65,25,1452,71,358,7,67,499,324,52,119,3229,300,24,71,117,88,2929,41,1873,703,312,0,0,0,0,455,1400,1448,0,725,14,2436,0,0,0
31,111,35480,3,One cnty,100.0,2053,282,77,205,0,6,1,70,16,177,10,2,274,10,67,0,26,78,19,0,10,408,40,4,21,2,13,367,5,231,10,121,0,0,0,0,33,190,145,0,109,0,382,0,14,5
31,113,778,2,One cnty,0.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0
31,115,576,2,One cnty,0.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
31,117,463,2,One cnty,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,119,35316,5,Multiple counties,100.0,1867,220,26,194,0,2,5,19,9,173,10,2,156,5,29,9,9,49,11,3,6,278,21,2,11,0,8,257,4,170,1,82,0,0,0,0,20,223,222,0,78,0,533,0,15,0
31,121,7762,3,One cnty,100.0,126,4,1,3,0,1,0,0,2,1,0,0,17,0,0,0,2,3,4,0,0,18,0,0,0,0,0,18,0,11,0,8,0,0,0,0,2,17,14,0,1,0,42,0,0,0
31,123,4810,3,One cnty,100.0,102,14,5,9,0,3,0,2,1,8,0,0,4,0,0,0,0,0,3,0,1,12,1,0,0,0,1,11,0,10,0,1,0,0,0,0,0,20,21,0,11,0,11,0,5,0
31,125,3562,2,One cnty,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,127,6996,2,One cnty,100.0,298,14,4,10,0,1,0,3,1,7,2,0,33,0,6,0,0,4,2,0,2,39,1,0,0,0,1,38,0,26,1,11,0,0,0,0,1,34,56,0,3,0,103,0,0,0
31,129,4287,3,One cnty,43.5969,51,4,1,3,0,0,0,1,0,3,0,0,7,0,0,0,0,1,3,0,0,4,2,0,0,2,0,2,0,1,1,0,0,0,0,0,1,10,8,0,4,0,9,0,0,0
31,131,16003,3,One cnty,100.0,397,42,4,38,0,0,2,2,4,34,0,0,67,2,3,0,4,18,6,0,2,94,6,0,5,0,1,88,3,54,2,29,0,0,0,0,7,56,29,0,21,0,41,0,5,0
31,133,2633,2,One cnty,100.0,25,1,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,6,0,0,0
31,135,2932,2,One cnty,100.0,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,3,0,3,0,0,14,0,9,2,3,0,0,0,0,0,3,1,0,0,1,22,0,0,0
31,137,9303,3,One cnty,100.0,286,21,5,16,0,1,2,2,0,12,4,0,25,0,0,0,2,8,3,0,0,72,4,0,3,0,1,68,0,54,4,10,0,0,0,0,0,21,15,0,14,0,105,0,0,0
31,139,7188,4,One cnty,75.7234,80,8,4,4,0,0,0,4,2,2,0,0,7,0,7,0,0,0,1,0,2,10,0,0,0,0,0,10,0,8,0,2,0,0,0,0,0,10,2,0,2,0,31,0,0,0
31,141,32906,3,One cnty,100.0,1200,230,28,202,0,5,0,23,16,175,10,1,126,4,17,0,7,49,8,0,10,149,25,1,10,0,14,124,1,83,0,39,0,0,0,0,7,118,97,0,15,0,312,0,2,48
31,143,5158,2,One cnty,91.6667,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,11,5,0,1,0,10,0,0,0
31,145,10768,3,One cnty,100.0,471,78,3,75,0,0,0,3,25,44,6,0,35,12,5,1,0,4,6,0,3,54,3,0,1,0,2,51,2,32,0,17,0,0,0,0,10,63,38,0,17,0,136,0,7,2
31,147,8029,3,One cnty,100.0,313,33,5,28,1,1,0,3,19,8,1,0,36,0,10,0,0,6,0,0,8,19,2,0,2,0,0,17,1,8,0,8,0,0,0,0,1,20,15,0,26,0,138,0,1,0
31,149,1355,2,One cnty,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,151,14272,4,One cnty,100.0,450,40,22,18,0,5,0,17,1,13,4,0,47,1,4,0,4,7,3,0,3,50,0,0,0,0,0,50,1,39,0,10,0,0,0,0,9,61,92,0,17,0,112,0,0,0
31,153,178786,6,One cnty,100.0,3944,577,46,531,0,4,6,36,17,490,24,0,697,7,71,0,39,159,26,2,28,965,19,2,5,1,11,946,19,707,23,197,0,0,0,0,91,509,101,0,91,0,386,0,70,124
31,155,21014,4,One cnty,100.0,536,38,10,28,0,3,0,7,5,21,2,0,50,1,5,0,8,18,4,0,2,108,11,3,0,0,8,96,1,66,4,25,0,0,0,0,15,67,18,0,8,0,193,0,0,0
31,157,36044,6,One cnty,97.7916,1933,293,35,258,1,2,2,30,10,240,7,1,168,7,12,3,4,31,12,0,3,351,31,1,13,0,17,320,12,185,5,118,0,0,0,0,2,154,158,0,121,0,583,0,0,30
31,159,17146,4,One cnty,87.6939,514,20,4,16,0,1,0,3,2,10,4,0,33,4,2,0,7,8,7,0,1,112,30,5,23,2,0,82,1,64,1,16,0,0,0,0,3,83,36,0,6,0,190,0,0,0
31,161,5166,3,One cnty,70.6543,186,10,4,6,0,0,0,4,3,1,2,0,10,0,3,0,2,3,1,0,1,17,3,0,3,0,0,14,0,13,1,0,0,0,0,0,2,40,45,0,5,0,47,0,0,0
31,163,3075,2,One cnty,100.0,19,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,7,0,0,0
31,165,1248,2,One cnty,0.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,4,2,0,0,0,0,0,0,4,10,0,0,0,2,0,0,0
31,167,5890,2,One cnty,100.0,288,11,5,6,0,3,0,2,0,6,0,0,10,1,0,1,0,3,1,0,0,51,3,0,1,2,0,48,0,23,2,23,0,0,0,0,2,53,58,0,26,0,59,0,12,0
31,169,5144,2,One cnty,100.0,32,5,0,5,0,0,0,0,2,3,0,0,3,0,2,0,0,0,0,0,0,7,1,0,0,0,1,6,0,3,3,0,0,0,0,0,1,6,3,0,0,0,5,0,0,0
31,171,690,2,One cnty,0.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,9,14,0,0,0,0,0,0,0
31,173,6964,3,One cnty,88.857,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,8,0,2,0,0,0,0,0,6,9,0,1,0,2,0,0,0
31,175,4127,3,One cnty,87.4243,86,3,2,1,0,0,0,2,0,1,0,0,7,0,1,0,0,1,1,0,0,15,0,0,0,0,0,15,1,8,0,6,0,0,0,0,0,3,7,0,1,0,47,0,0,0
31,177,20211,3,One cnty,100.0,545,33,13,20,0,0,1,12,3,15,2,0,59,2,2,0,1,9,7,0,0,88,7,1,2,0,4,81,0,53,5,23,0,0,0,0,1,78,39,0,28,0,198,0,0,0
31,179,9305,3,One cnty,37.0016,63,2,1,1,0,0,0,1,1,0,0,0,3,0,1,0,0,0,1,0,0,6,0,0,0,0,0,6,1,4,0,1,0,0,0,0,0,23,18,0,0,0,9,0,0,0
31,181,3582,2,One cnty,100.0,33,5,2,3,0,0,0,2,0,2,1,0,10,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,2,0,0,0
31,183,735,2,One cnty,100.0,4,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,185,13815,3,One cnty,100.0,550,107,0,107,0,0,0,0,4,101,2,0,22,1,6,0,9,10,12,0,0,119,10,1,5,3,1,109,2,74,13,20,0,0,0,0,12,86,79,0,3,0,84,0,0,0
31,777,0,3,One cnty,100.0,466,76,64,12,0,9,1,54,4,2,5,1,79,0,1,0,4,14,1,0,0,22,9,0,3,6,0,13,0,7,6,0,0,0,0,0,11,123,3,31,65,0,27,0,0,9
32,001,24163,2,One cnty,100.0,1242,89,18,71,0,1,4,13,18,43,9,1,73,2,14,0,7,14,10,0,4,110,7,0,3,1,3,103,6,55,10,32,0,0,0,0,4,126,52,18,37,0,631,2,4,44
32,003,2155946,13,One cnty,100.0,90219,12514,5658,6855,131,191,1689,3647,1455,4873,504,24,12169,452,1139,252,1313,991,1501,2761,583,11268,1704,384,558,307,455,9564,930,4753,1279,2601,21,0,0,21,347,7590,1389,22,600,1374,33423,0,313,198
32,005,48010,1,One cnty,100.0,1966,205,31,173,2,1,5,23,30,137,6,0,235,2,23,5,17,17,15,4,2,262,30,7,0,11,12,232,2,157,3,70,1,0,0,1,20,211,139,12,92,2,648,0,50,3
32,007,52712,4,One cnty,100.0,2137,155,55,99,5,1,5,44,36,51,11,1,167,21,17,8,28,23,24,0,10,198,22,6,6,7,3,176,17,89,59,11,5,0,0,5,34,209,55,6,85,0,1063,0,2,25
32,009,842,1,One cnty,100.0,56,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,13,3,0,0,3,0,10,0,7,0,3,0,0,0,0,0,6,0,0,1,0,32,0,0,0
32,011,2028,1,One cnty,100.0,47,9,6,3,0,0,1,5,3,0,0,0,5,1,0,1,0,1,0,0,0,7,3,0,2,1,0,4,0,3,0,0,0,0,0,0,0,9,0,0,0,0,14,0,0,0
32,013,17165,3,One cnty,100.0,511,91,15,76,1,0,1,13,6,65,5,0,70,0,1,1,3,3,6,0,2,41,4,0,0,4,0,38,3,26,6,3,0,0,0,0,7,56,1,5,25,0,183,0,1,13
32,015,5948,1,One cnty,100.0,233,18,10,8,0,0,0,10,3,4,1,0,22,2,0,0,0,1,1,0,0,7,5,0,0,0,5,2,0,1,0,0,0,0,0,0,6,30,28,0,1,0,117,0,0,0
32,017,4991,1,One cnty,100.0,95,7,7,0,0,1,5,1,0,0,0,0,21,0,2,0,0,0,7,0,2,26,1,0,0,0,1,24,0,8,0,16,0,0,0,0,1,7,0,0,4,0,18,0,0,0
32,019,52869,2,One cnty,100.0,1316,213,65,147,3,3,6,53,52,79,13,3,202,7,26,6,25,19,27,2,6,220,44,0,14,29,1,176,1,91,46,37,1,0,0,1,39,136,58,10,34,0,273,0,7,4
32,021,4437,1,One cnty,100.0,244,24,7,17,0,1,0,6,8,2,7,0,1,2,5,0,0,0,8,0,0,73,20,4,6,7,3,53,10,23,18,2,0,0,0,0,6,40,5,12,8,0,59,0,0,0
32,023,42351,1,One cnty,100.0,1593,46,34,11,1,1,0,32,1,9,1,0,46,7,44,3,0,32,51,2,0,131,23,0,7,14,1,109,0,92,12,4,0,0,0,0,51,160,8,99,21,0,881,0,2,9
32,027,6635,2,One cnty,100.0,300,23,13,10,0,1,1,11,5,5,0,0,14,0,0,0,1,1,2,0,0,165,45,13,15,16,1,120,10,71,39,0,0,0,0,0,6,16,9,3,6,0,47,0,3,2
32,029,3999,1,One cnty,100.0,156,9,4,5,1,0,0,3,2,1,0,2,2,0,0,0,1,0,0,0,0,22,19,0,10,0,9,3,0,2,1,0,0,0,0,0,18,19,5,0,3,0,76,0,0,0
32,031,453559,7,One cnty,100.0,21871,4486,2086,2401,12,51,176,1847,805,1267,307,22,896,93,315,46,169,353,222,121,80,913,253,47,187,18,2,659,11,582,57,10,0,0,0,0,348,1786,1490,4,266,135,10057,3,84,2
32,033,9798,1,One cnty,100.0,373,25,4,21,0,1,0,3,7,8,6,0,21,0,2,1,2,1,1,0,0,45,5,1,1,2,1,40,0,4,34,1,0,0,0,0,11,16,1,16,5,0,219,0,5,0
32,510,54605,2,One cnty,100.0,3509,795,322,472,9,4,12,297,85,366,21,0,40,15,43,7,18,25,14,0,24,216,28,14,8,6,0,188,65,112,11,0,4,0,0,4,35,206,138,1,55,1,1842,0,0,30
32,777,0,16,One cnty,100.0,1289,148,27,121,0,0,0,27,14,100,7,0,90,2,3,0,0,6,10,0,3,144,29,0,16,13,0,115,7,89,17,2,1,0,0,1,80,96,33,59,79,10,394,119,1,10
33,001,60807,15,One cnty,100.0,3607,291,38,253,0,6,10,22,16,232,4,1,305,14,38,8,50,83,28,1,10,513,151,41,69,6,35,356,47,208,20,81,2,0,0,0,12,267,243,737,26,7,958,0,0,14
33,003,47227,17,One cnty,93.978,2333,195,30,165,0,5,6,19,31,131,3,0,222,13,40,5,24,58,7,0,5,536,133,36,79,4,14,402,80,265,15,41,0,0,0,0,12,189,134,139,29,6,711,0,0,7
33,005,75781,17,One cnty,80.8474,3215,310,49,261,1,5,9,34,22,231,4,3,275,11,58,5,41,83,4,10,6,503,100,26,63,3,9,401,67,279,19,36,0,0,0,0,3,354,216,364,55,2,909,0,0,6
33,007,30901,12,One cnty,92.8805,1052,98,20,78,1,3,4,12,16,57,5,0,116,2,10,6,14,16,4,0,3,241,29,5,20,2,2,211,11,180,13,7,0,0,0,0,5,107,45,78,22,1,280,0,0,0
33,009,89453,28,One cnty,92.5726,3837,386,41,345,1,0,5,35,11,324,8,2,334,11,50,10,41,58,11,21,11,823,200,22,160,2,16,615,71,470,29,46,0,0,0,0,8,370,315,259,101,2,1021,0,0,5
33,011,408233,31,One cnty,98.6931,12257,1619,422,1198,1,24,95,301,106,1054,29,8,1797,84,282,35,152,343,43,52,45,2216,482,184,228,29,40,1724,520,882,97,225,1,0,0,0,43,1182,252,390,331,21,3317,0,2,51
33,013,148459,27,One cnty,89.1007,6126,465,69,396,0,6,13,50,44,328,21,3,601,23,87,9,61,136,27,1,9,973,249,53,143,11,42,719,97,461,35,126,0,0,0,0,16,559,496,492,67,7,2081,0,0,16
33,015,303389,41,One cnty,99.6116,10301,1011,109,901,1,8,19,81,66,792,31,12,976,61,220,45,115,273,30,8,33,2088,488,132,299,26,31,1577,399,954,79,145,4,0,0,0,50,1356,623,898,206,16,2237,0,11,40
33,017,127689,17,One cnty,100.0,5429,565,86,479,1,3,19,63,40,428,11,0,571,19,86,11,70,151,16,0,4,647,130,39,70,7,14,515,143,320,17,35,0,0,0,0,17,483,689,369,135,5,1566,0,0,25
33,019,42856,14,One cnty,86.5596,1613,120,39,81,0,3,3,32,10,68,2,2,154,7,9,1,9,31,7,0,10,251,80,15,54,4,7,167,24,107,12,25,0,0,0,0,5,241,75,136,20,0,535,0,0,0
34,001,272735,22,One cnty,99.973,12193,1795,346,1449,6,17,105,218,202,1219,20,8,1074,38,112,14,97,157,137,104,37,2032,546,272,136,119,19,1485,414,970,57,44,299,0,0,299,795,1216,38,0,439,1,3746,0,54,8
34,003,940214,76,One cnty,99.3141,20136,3182,620,2561,6,24,177,413,365,2150,31,15,1599,156,487,33,265,265,244,68,88,5610,627,217,333,55,21,4983,922,3690,216,155,50,0,0,50,466,1911,333,0,903,3,4445,0,5,23
34,005,448166,36,One cnty,99.9704,20825,1816,392,1424,9,18,116,249,239,1142,34,9,1174,91,211,17,119,200,203,16,71,3444,350,66,130,9,145,3094,476,2142,42,434,0,0,0,0,1497,1519,58,0,169,1,10182,0,17,18
34,007,507827,43,One cnty,99.767,29023,3961,1191,2770,38,68,304,781,385,2321,49,15,2075,58,279,22,303,336,407,96,107,5759,1103,747,250,74,31,4656,1620,2295,614,127,9,0,0,9,68,1575,71,0,1686,5,10990,0,898,320
34,009,93755,17,One cnty,98.9189,7973,685,151,534,2,7,30,113,116,408,6,4,353,16,66,12,57,88,65,3,18,1196,174,102,62,4,6,1022,243,707,39,32,0,0,0,0,392,602,749,0,523,0,3138,0,4,5
34,011,154814,7,One cnty,100.0,10983,1635,339,1296,12,27,96,204,225,1048,16,7,1084,19,65,3,58,140,173,16,27,1376,189,106,75,3,5,1187,381,688,69,49,0,0,0,0,23,774,8,0,390,23,5138,0,28,0
34,013,796008,31,One cnty,99.7434,27805,3786,1745,2041,48,22,601,1073,470,1530,34,7,2401,84,354,23,482,428,580,119,27,6718,1687,1125,443,41,78,5031,2417,2361,99,155,5,0,0,5,61,1086,138,0,1022,3,10129,0,0,358
34,015,290571,29,One cnty,99.518,15594,1373,225,1148,3,11,76,135,266,851,22,10,1031,45,110,0,139,154,127,4,33,3059,187,41,109,31,6,2871,709,1548,526,88,5,0,0,5,1830,859,84,0,855,0,5875,0,10,0
34,017,679390,18,One cnty,100.0,18654,2789,1114,1676,7,23,385,699,361,1261,26,27,1748,58,257,24,264,282,331,49,90,3094,1157,733,343,47,34,1937,579,1196,76,87,22,5,4,13,1159,747,49,0,781,6,6698,0,58,148
34,019,124492,19,One cnty,96.599,2912,145,27,118,0,2,3,23,28,84,7,0,165,7,32,4,17,44,41,1,10,997,91,45,40,1,5,907,187,685,13,22,0,0,0,0,48,420,22,0,105,0,850,0,0,1
34,021,370221,19,One cnty,99.8272,13760,1779,558,1221,23,42,188,305,215,979,22,5,1077,70,151,21,220,131,334,51,88,2825,591,491,60,5,35,2233,700,1418,24,91,0,0,0,0,179,1159,129,0,338,0,4799,0,118,290
34,023,842706,32,One cnty,100.0,20422,2890,577,2313,8,28,159,381,303,1941,41,27,1420,58,339,39,132,285,280,68,42,4020,665,330,292,34,8,3356,742,2447,110,56,3,0,0,3,820,2185,51,0,898,8,6878,0,6,1
34,025,625167,54,One cnty,99.7136,26458,2556,550,2005,10,12,182,346,263,1713,24,5,1602,92,236,29,141,328,328,58,81,5907,561,330,185,31,15,5346,1593,3361,225,167,2,0,0,2,76,2272,883,0,1736,68,9924,0,93,46
34,027,498348,43,One cnty,99.2569,11426,1261,219,1042,0,20,58,141,120,869,46,8,732,30,209,27,57,165,94,18,40,2821,228,91,109,18,10,2594,471,1900,131,92,0,0,0,0,25,1561,158,0,323,8,3890,0,7,1
34,029,587993,37,One cnty,99.4968,15821,1631,361,1270,2,15,83,261,196,1053,17,4,1396,54,204,9,58,222,98,11,39,3498,801,441,165,185,10,2697,1054,1434,83,126,0,0,0,0,104,1640,371,0,704,7,5748,0,10,16
34,031,510088,22,One cnty,100.0,16199,2297,879,1418,15,27,215,621,297,1080,36,6,1135,50,148,4,143,206,290,74,99,4267,1196,852,306,18,20,3072,1100,1784,139,49,22,1,6,15,60,1097,43,0,995,3,4670,0,20,575
34,033,63502,12,One cnty,98.605,3609,417,95,322,3,1,38,53,68,233,17,3,315,5,29,2,3,61,34,0,2,431,80,28,45,6,1,351,93,234,12,12,2,0,0,2,737,262,14,0,120,3,1153,0,18,1
34,035,333898,24,One cnty,99.9304,6848,828,103,725,2,16,32,53,57,656,7,5,588,14,134,16,26,95,50,15,35,960,102,46,48,6,2,858,139,653,23,44,0,0,0,0,37,799,50,0,262,0,2889,0,7,43
34,037,141949,15,One cnty,99.5501,3258,367,47,320,0,2,3,42,58,238,13,10,311,6,67,6,13,94,29,1,14,456,94,62,24,3,5,362,108,225,11,17,0,0,0,0,260,469,20,0,98,1,1044,0,0,2
34,039,556651,27,One cnty,99.6681,16448,1780,528,1252,7,15,184,323,169,1040,35,8,1376,44,183,9,142,203,204,94,49,3973,847,525,276,21,25,3125,806,2162,109,49,0,0,0,0,58,1027,44,0,497,1,6708,0,53,1
34,041,105974,17,One cnty,98.2938,3098,362,54,308,0,1,10,43,31,268,6,2,234,9,30,5,1,61,22,0,5,413,50,28,20,1,1,363,49,289,10,16,0,0,0,0,270,308,15,0,153,0,1208,0,0,0
34,999,0,1,One cnty,100.0,1965,136,60,76,0,0,11,49,6,62,8,0,12,48,259,4,20,7,77,0,3,277,18,13,3,0,2,259,50,189,4,16,1,1,0,0,0,140,1,0,31,133,816,0,0,0
35,001,676399,3,Multiple counties,100.0,26024,6872,2264,4607,44,38,269,1913,426,3965,197,19,5445,113,276,119,1126,627,175,29,13,1988,1175,997,42,19,117,814,88,310,402,14,0,0,0,0,178,1931,221,19,548,23,6316,1,1,3
35,003,3389,1,One cnty,58.3333,29,8,6,2,0,0,0,6,2,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0
35,005,65495,4,One cnty,99.6761,7833,681,138,543,7,10,11,109,46,472,21,4,433,11,16,20,18,71,59,1,12,513,34,7,12,12,3,479,27,354,95,3,0,0,0,0,26,233,96,0,239,0,5405,0,0,0
35,006,27220,3,One cnty,97.1697,1219,71,13,58,0,0,1,11,8,37,13,0,23,0,3,0,16,18,3,0,1,60,3,1,0,1,1,57,2,18,2,35,0,0,0,0,7,117,9,61,121,0,708,0,0,0
35,007,12116,5,One cnty,89.3364,954,82,25,57,5,0,4,16,29,24,4,0,49,3,2,0,5,14,8,0,1,83,15,6,2,7,0,68,5,35,24,4,0,0,0,0,17,55,4,2,15,3,607,1,0,0
35,009,50484,3,One cnty,97.7934,1953,308,59,249,0,3,7,49,33,198,12,6,63,7,120,3,32,58,6,0,1,252,45,4,22,19,0,207,16,36,131,25,0,0,0,0,19,182,52,3,22,0,823,0,0,0
35,011,1785,1,One cnty,91.6667,81,6,1,4,0,0,0,1,1,1,2,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,16,2,11,2,1,0,0,0,0,9,7,2,0,1,0,38,0,0,0
35,013,214233,7,One cnty,91.5792,8762,2006,287,1719,3,24,14,246,71,1027,21,601,568,15,38,10,50,132,102,0,23,1034,55,25,14,6,10,979,88,741,34,116,0,0,0,0,94,780,190,29,272,4,3407,1,0,5
35,015,58101,5,One cnty,71.8026,3487,400,156,244,2,8,6,140,18,202,21,2,325,13,45,11,34,50,31,0,6,331,47,11,17,9,10,283,32,177,66,9,0,0,0,0,28,359,75,6,88,2,1676,1,0,8
35,017,28336,6,One cnty,8.398,1843,214,94,120,1,5,3,85,17,92,10,1,111,5,11,6,25,21,16,0,3,282,33,10,11,8,4,248,31,163,38,11,0,0,0,0,26,244,51,31,76,5,702,1,0,13
35,019,4291,2,One cnty,96.7956,158,18,8,10,0,0,0,8,4,4,2,0,10,1,1,0,0,0,0,0,0,15,2,0,1,1,0,12,2,3,7,0,0,0,0,0,0,9,0,0,10,0,93,0,0,0
35,021,697,1,One cnty,0.0,42,4,3,1,0,0,0,2,0,1,0,0,2,0,0,0,1,1,0,0,0,10,1,0,0,0,0,8,1,6,1,0,0,0,0,0,0,9,1,0,0,0,13,0,0,0
35,023,4324,2,One cnty,85.6325,260,2,1,1,0,0,0,1,1,0,0,0,1,0,1,0,4,6,1,0,1,59,15,1,1,12,0,45,0,34,11,0,1,0,0,1,13,27,0,0,7,0,133,1,0,1
35,025,72270,6,One cnty,98.7826,5854,769,132,636,3,10,13,106,83,527,22,4,384,36,41,29,41,68,108,4,7,722,40,13,1,2,25,681,71,380,229,1,0,0,0,0,44,365,100,21,22,5,3088,0,0,0
35,027,19138,5,One cnty,85.9015,1129,172,47,125,1,1,0,44,22,98,5,0,75,1,15,1,3,10,4,0,2,40,2,0,0,1,0,37,5,17,5,11,0,0,0,0,13,72,70,4,4,0,641,0,0,0
35,028,17667,2,One cnty,100.0,345,89,26,63,0,1,1,23,4,53,5,0,33,5,4,1,2,8,6,0,0,67,10,0,4,5,0,57,2,36,1,18,0,0,0,0,0,57,9,0,3,0,61,0,0,0
35,029,24301,2,One cnty,89.8728,1073,177,38,139,1,1,2,33,4,127,6,2,92,3,6,0,3,17,7,0,2,111,2,1,1,1,0,109,2,85,18,4,0,0,0,0,5,47,35,0,10,0,555,1,0,0
35,031,77427,2,One cnty,94.1989,2679,540,147,393,0,1,6,140,30,352,11,0,274,5,9,1,12,29,8,0,3,133,9,2,5,2,0,124,16,59,21,28,0,0,0,0,73,570,19,0,4,0,998,0,0,0
35,033,4522,1,One cnty,100.0,62,7,5,2,0,0,0,5,1,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,9,5,1,0,0,0,35,0,0,0
35,035,64101,4,One cnty,98.9345,2800,556,140,416,2,6,5,126,40,361,14,1,303,9,11,6,25,57,26,0,2,330,77,3,32,16,26,253,18,188,35,11,0,0,0,0,11,297,72,2,30,214,848,0,0,0
35,037,8304,3,One cnty,35.0273,485,68,15,53,0,0,1,14,7,43,3,0,22,2,3,2,3,4,4,0,2,41,4,1,1,1,0,37,8,18,9,2,0,0,0,0,20,39,18,13,10,3,229,0,0,2
