FIPS_ST,FIPS_CTY,CPOPARST,AG_ARRST,JURFLAG,COVIND,GRNDTOT,P1TOT,P1VLNT,P1PRPTY,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON,OTHASLT,FRGYCNT,FRAUD,EMBEZL,STLNPRP,VANDLSM,WEAPONS,COMVICE,SEXOFF,DRUGTOT,DRGSALE,COCSALE,MJSALE,SYNSALE,OTHSALE,DRGPOSS,COCPOSS,MJPOSS,SYNPOSS,OTHPOSS,GAMBLE,BOOKMKG,NUMBERS,OTGAMBL,OFAGFAM,DUI,LIQUOR,DRUNK,DISORDR,VAGRANT,ALLOTHR,SUSPICN,CURFEW,RUNAWAY
19,003,3746,1,One cnty,100.0,169,13,2,11,0,0,0,2,8,3,0,0,2,0,0,0,0,0,0,0,0,13,2,0,0,0,2,11,0,8,0,3,0,0,0,0,0,18,4,1,1,0,117,0,0,0
19,005,13773,2,One cnty,100.0,207,18,5,13,0,0,0,5,6,6,1,0,28,3,3,0,0,4,0,0,0,22,0,0,0,0,0,21,0,16,0,5,0,0,0,0,5,45,12,18,5,0,42,0,1,1
19,007,12444,2,One cnty,100.0,597,92,17,75,0,0,0,17,26,45,3,1,59,3,8,0,0,15,7,0,1,75,19,0,7,0,12,53,0,16,1,36,0,0,0,0,3,40,27,14,24,0,229,0,0,0
19,009,5699,2,One cnty,100.0,120,11,2,9,0,0,0,2,3,6,0,0,7,0,3,0,1,2,1,0,0,33,6,0,5,0,1,27,2,18,1,6,0,0,0,0,3,13,0,1,1,0,44,0,0,0
19,011,25539,3,One cnty,78.6399,259,35,13,22,1,0,0,11,5,16,0,0,15,2,1,0,1,4,1,0,0,21,1,0,1,0,0,19,0,13,0,6,0,0,0,0,25,32,3,19,8,1,91,0,1,0
19,013,133706,5,One cnty,100.0,4056,1296,421,875,3,3,21,394,140,709,24,2,318,51,14,1,5,156,73,0,8,631,57,0,43,1,13,566,19,336,15,196,0,0,0,0,7,378,57,260,224,0,577,0,0,0
19,015,26675,3,One cnty,100.0,764,82,44,38,0,2,0,42,6,27,5,0,31,4,3,0,3,26,6,0,0,87,3,0,0,0,3,84,3,57,1,23,0,0,0,0,0,98,35,40,15,0,333,0,1,0
19,017,24771,2,One cnty,100.0,397,125,84,41,0,1,1,82,2,38,1,0,15,3,1,0,1,5,1,0,1,35,1,0,1,0,0,34,0,32,0,2,0,0,0,0,1,112,4,21,6,0,66,0,0,0
19,019,21050,2,One cnty,100.0,794,54,23,31,0,0,4,19,9,22,0,0,38,5,1,0,0,8,1,0,6,62,16,0,10,0,6,46,0,23,1,22,0,0,0,0,1,52,9,13,7,0,537,0,0,0
19,021,20496,2,One cnty,100.0,922,221,41,180,0,4,0,37,65,109,4,2,98,6,18,0,1,7,9,6,8,58,3,0,2,0,1,55,0,48,0,7,0,0,0,0,3,64,22,139,61,0,188,0,13,0
19,023,14894,1,One cnty,100.0,97,2,0,2,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,2,11,1,0,0,0,1,8,1,1,0,6,1,0,0,0,1,32,0,5,4,0,35,0,0,0
19,025,9734,1,One cnty,100.0,88,11,4,7,0,0,0,4,4,2,1,0,23,1,2,0,0,2,2,0,3,3,0,0,0,0,0,3,0,1,0,2,0,0,0,0,3,21,0,2,4,0,11,0,0,0
19,027,20401,2,One cnty,100.0,419,89,10,79,0,0,0,10,8,68,3,0,42,2,2,0,0,17,4,0,1,52,4,0,3,0,1,48,0,48,0,0,0,0,0,0,4,57,13,28,21,0,87,0,0,0
19,029,13307,2,One cnty,91.507,381,71,18,53,0,0,0,18,4,46,3,0,34,5,1,0,0,18,0,0,1,57,24,0,9,1,14,31,0,17,4,11,0,0,0,0,1,55,8,16,1,0,113,0,0,0
19,031,18371,3,Multiple counties,100.0,166,12,5,7,0,1,0,4,2,4,1,0,9,0,0,0,0,2,3,0,0,6,3,0,3,0,0,3,1,2,0,0,0,0,0,0,1,42,0,12,5,0,74,0,0,0
19,033,42734,3,One cnty,100.0,2737,435,41,394,2,0,1,38,37,348,8,1,267,17,31,7,2,66,15,3,2,236,11,0,4,1,6,222,3,134,7,78,0,0,0,0,94,159,226,124,89,0,964,0,0,0
19,035,11452,2,One cnty,100.0,322,37,23,14,0,0,0,23,4,9,1,0,13,1,39,0,0,9,0,0,0,13,3,0,3,0,0,10,0,6,0,4,0,0,0,0,1,53,18,14,8,0,116,0,0,0
19,037,12013,2,One cnty,100.0,202,9,4,5,0,0,0,4,1,4,0,0,7,0,0,1,0,6,0,0,1,12,0,0,0,0,0,12,0,11,0,1,0,0,0,0,0,44,11,6,5,0,100,0,0,0
19,039,9235,2,One cnty,100.0,456,31,9,22,0,0,0,9,5,12,5,0,26,0,23,0,3,9,4,0,0,50,6,0,3,0,3,44,1,24,3,16,0,0,0,0,0,47,2,25,9,0,227,0,0,0
19,041,16456,2,One cnty,100.0,643,141,24,117,0,0,1,23,11,105,0,1,60,2,4,0,0,21,9,0,2,89,0,0,0,0,0,89,3,47,2,37,1,0,0,0,1,68,17,39,23,0,166,0,0,0
19,043,17531,1,One cnty,100.0,106,6,5,1,0,0,0,5,0,1,0,0,5,0,0,0,0,0,1,0,1,16,2,0,0,0,2,13,0,9,0,4,0,0,0,0,0,33,3,6,1,0,34,0,0,0
19,045,47428,4,Multiple counties,100.0,1606,287,91,196,0,2,2,87,29,156,10,1,84,11,2,0,0,22,9,0,4,159,3,0,3,0,0,151,6,79,7,59,0,0,0,0,5,95,17,189,51,1,635,0,32,3
19,047,17054,2,One cnty,87.7815,194,37,5,32,0,0,0,5,1,28,3,0,34,1,0,0,4,5,0,0,3,30,5,0,0,0,5,25,0,21,0,3,0,0,0,0,1,24,6,15,13,0,22,0,0,0
19,049,52490,4,Multiple counties,90.3858,647,104,47,57,1,0,0,46,4,45,6,2,49,4,1,0,0,24,9,0,0,98,13,0,6,2,5,84,0,62,1,22,0,0,0,0,0,60,14,32,17,0,200,0,34,0
19,051,8755,2,One cnty,53.2153,122,25,1,24,0,0,0,1,18,6,0,0,8,0,1,0,0,1,0,0,3,16,3,0,1,0,2,12,0,6,0,6,0,0,0,0,0,13,3,5,18,0,29,0,0,0
19,053,8168,2,One cnty,48.7594,88,12,8,4,3,0,0,5,0,2,0,2,10,0,0,0,0,0,2,0,0,8,0,0,0,0,0,8,0,4,1,3,0,0,0,0,0,8,0,2,3,0,43,0,0,0
19,055,17056,2,Multiple counties,100.0,362,88,23,65,0,0,2,21,19,44,2,0,35,3,9,0,0,7,2,0,3,45,13,0,11,0,2,32,0,19,0,13,0,0,0,0,1,49,11,10,27,0,66,0,6,0
19,057,39952,3,One cnty,100.0,1715,550,119,431,0,1,8,110,48,372,8,3,184,8,7,1,0,51,23,0,1,147,21,3,12,1,5,124,9,66,8,41,0,0,0,0,6,94,14,88,125,0,351,0,65,0
19,059,17174,3,One cnty,95.7373,476,49,11,38,0,0,1,10,14,24,0,0,9,4,1,0,0,6,0,0,2,17,6,0,3,0,3,10,0,6,0,4,0,0,0,0,1,112,9,76,21,0,167,0,2,0
19,061,97872,3,Multiple counties,100.0,4056,544,93,451,4,6,24,59,55,372,20,4,457,23,28,0,10,104,27,0,12,203,39,13,18,1,7,148,13,97,2,36,0,0,0,0,134,382,267,457,295,0,1113,0,0,0
19,063,9655,2,One cnty,100.0,300,28,22,6,0,1,0,21,5,1,0,0,13,0,0,0,2,4,0,0,1,22,2,0,2,0,0,18,0,11,0,7,0,0,0,0,2,40,21,16,15,0,112,0,0,24
19,065,20107,3,One cnty,88.0937,620,84,29,55,0,1,1,27,17,34,3,0,39,3,2,0,0,29,1,0,2,47,11,0,2,0,8,36,3,18,2,12,0,0,0,0,17,43,8,17,31,0,294,0,1,0
19,067,15868,2,One cnty,100.0,311,39,20,19,0,2,1,17,3,13,3,0,7,1,6,0,0,5,1,0,2,6,0,0,0,0,0,6,0,4,0,2,0,0,0,0,1,46,1,17,32,0,147,0,0,0
19,069,10202,2,One cnty,41.7173,216,28,9,19,0,3,0,6,9,8,2,0,13,0,9,0,0,6,2,0,1,32,3,0,1,0,2,29,0,18,0,11,0,0,0,0,1,28,6,7,7,0,76,0,0,0
19,071,6795,1,One cnty,100.0,353,48,24,24,0,1,0,23,6,17,1,0,19,0,0,0,0,7,7,1,3,78,31,0,7,1,23,46,0,27,0,19,0,0,0,0,2,34,1,21,10,0,122,0,0,0
19,073,8950,2,One cnty,59.9944,134,29,5,24,0,0,0,5,3,19,2,0,6,0,3,0,0,3,0,0,0,17,3,0,2,0,1,14,0,8,0,6,0,0,0,0,0,9,10,6,6,0,45,0,0,0
19,075,12411,2,One cnty,100.0,208,20,8,12,0,0,0,8,1,10,1,0,10,1,1,0,0,8,1,0,1,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,2,28,4,6,5,0,117,0,0,0
19,077,10606,1,One cnty,100.0,11,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,4,0,0,0
19,079,15078,2,One cnty,87.8797,414,67,26,41,0,2,0,24,11,30,0,0,34,1,3,0,1,8,1,0,1,26,2,0,1,0,1,23,0,15,0,8,0,0,0,0,0,36,7,20,14,0,194,0,0,0
19,081,10572,2,Multiple counties,77.9796,113,23,7,16,0,0,0,7,5,10,1,0,7,0,0,0,0,1,0,0,0,8,1,0,0,0,1,7,0,6,0,1,0,0,0,0,0,11,2,3,2,0,56,0,0,0
19,083,17306,3,One cnty,84.4216,558,51,12,39,0,0,2,9,10,26,4,0,32,1,1,0,2,12,3,0,1,50,4,0,2,0,2,46,1,31,0,14,0,0,0,0,1,57,39,30,14,0,263,0,1,0
19,085,14114,2,One cnty,100.0,146,14,2,12,0,0,0,2,4,8,0,0,18,0,1,0,3,6,0,0,0,13,1,0,1,0,0,12,0,12,0,0,0,0,0,0,0,26,0,18,9,0,38,0,0,0
19,087,19887,2,One cnty,100.0,814,128,22,106,0,1,0,21,30,67,9,0,66,2,10,0,0,24,9,0,3,69,36,1,33,0,2,32,0,20,2,10,0,0,0,0,14,70,48,37,29,0,305,0,0,0
19,089,9365,2,One cnty,100.0,354,19,2,17,0,2,0,0,4,13,0,0,35,0,26,0,0,21,2,0,1,87,1,0,1,0,0,85,0,51,1,33,0,0,0,0,0,29,23,10,0,0,101,0,0,0
19,091,9492,2,One cnty,100.0,205,14,3,11,0,0,0,3,0,10,1,0,27,0,4,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,17,19,8,19,0,91,0,0,0
19,093,7009,1,One cnty,100.0,91,5,3,2,0,0,0,3,0,2,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,28,2,2,9,0,41,0,0,0
19,095,16388,3,One cnty,100.0,150,22,13,9,0,0,1,12,2,7,0,0,18,2,6,1,0,3,5,0,2,25,0,0,0,0,0,25,0,19,0,6,0,0,0,0,0,17,2,10,2,0,35,0,0,0
19,097,19340,2,Multiple counties,100.0,454,55,20,35,0,0,3,17,6,28,1,0,39,2,7,0,0,10,6,1,0,46,1,0,0,0,1,32,0,11,0,21,0,0,0,0,0,37,43,19,27,0,156,0,6,0
19,099,36771,4,One cnty,96.759,1043,197,64,132,0,0,2,62,19,110,3,0,51,10,5,0,0,14,9,0,2,123,5,0,3,1,1,87,0,50,7,30,0,0,0,0,3,128,20,52,51,0,367,0,0,11
19,101,17677,2,One cnty,100.0,421,91,12,79,0,0,2,10,17,56,6,0,54,2,2,0,0,7,2,0,2,46,9,0,3,2,4,34,1,21,0,12,0,0,0,0,2,34,3,17,22,0,137,0,0,0
19,103,146665,5,One cnty,100.0,4886,734,159,575,0,10,22,127,58,492,23,2,388,57,77,23,32,85,20,10,3,390,38,5,17,0,16,349,22,257,5,65,0,0,0,0,5,991,166,676,417,2,809,0,1,0
19,105,20392,3,One cnty,45.5375,468,69,37,32,0,1,2,34,5,26,2,0,28,6,2,0,1,8,2,0,1,39,5,1,1,0,3,32,1,19,1,11,0,0,0,0,7,79,12,35,13,0,166,0,0,0
19,107,10081,2,One cnty,100.0,87,6,4,2,0,0,0,4,1,0,1,0,4,0,0,0,0,1,1,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,16,0,4,6,0,47,0,0,0
19,109,15070,2,One cnty,100.0,258,58,17,41,0,3,0,14,6,34,1,0,13,6,1,0,0,14,1,0,2,20,0,0,0,0,0,19,0,15,1,3,0,0,0,0,1,21,15,17,4,0,85,0,0,0
19,111,34886,4,One cnty,100.0,1465,347,104,243,0,0,9,95,32,193,17,1,66,16,6,0,1,45,9,0,2,82,16,0,3,0,13,62,1,30,2,29,0,0,0,0,3,140,29,69,80,0,567,0,3,0
19,113,221256,6,One cnty,99.7501,9185,1647,247,1400,2,5,33,207,145,1223,22,10,753,62,32,0,7,204,83,4,7,1175,61,2,34,4,21,1109,58,693,9,349,0,0,0,0,159,833,146,961,474,0,2626,0,12,0
19,115,11133,1,One cnty,100.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,4,0,20,0,0,0
19,117,8627,2,One cnty,100.0,225,38,10,28,0,0,0,10,8,16,3,1,21,2,1,0,1,7,5,0,0,31,4,1,2,1,0,27,0,17,2,8,0,0,0,0,0,45,0,9,23,0,42,0,0,0
19,119,11763,1,One cnty,100.0,188,21,7,14,0,0,0,7,2,8,4,0,14,2,2,0,0,7,6,0,1,32,5,0,0,0,5,27,0,17,0,10,0,0,0,0,1,23,30,4,2,0,43,0,0,0
19,121,15732,2,One cnty,100.0,257,33,12,21,0,0,0,12,6,14,1,0,26,0,0,0,0,13,1,0,0,32,2,0,2,0,0,29,1,20,0,8,0,0,0,0,11,45,0,14,16,0,65,0,0,1
19,123,22274,3,One cnty,94.2085,788,154,20,134,0,0,6,14,15,118,1,0,88,6,4,0,0,16,15,0,1,137,17,0,7,0,9,108,2,67,1,38,0,0,0,0,24,115,5,44,26,0,148,0,2,1
19,125,33255,3,One cnty,78.2318,655,120,35,85,0,0,1,33,11,65,8,1,61,11,12,0,3,14,3,0,4,62,6,0,3,0,2,55,1,36,1,17,0,0,0,0,3,98,31,54,18,0,158,0,2,0
19,127,40693,3,One cnty,100.0,2334,409,143,266,1,7,10,125,26,215,19,6,164,13,18,0,7,47,13,0,2,234,18,0,12,0,6,216,4,137,4,71,0,0,0,0,5,149,88,113,42,1,1016,0,13,0
19,129,14779,2,One cnty,100.0,532,66,26,40,1,1,0,24,17,21,2,0,31,0,1,0,0,5,4,0,1,88,5,1,2,0,2,83,1,43,1,38,0,0,0,0,1,64,2,21,27,0,221,0,0,0
19,131,10820,2,One cnty,100.0,203,16,8,8,0,0,0,8,3,5,0,0,8,0,5,0,0,1,2,0,0,3,0,0,0,0,0,3,0,2,0,1,0,0,0,0,1,30,2,13,4,0,118,0,0,0
19,133,8915,2,One cnty,32.0695,187,37,11,26,0,0,0,11,2,22,2,0,15,1,1,0,1,4,1,0,1,13,3,0,1,0,2,9,0,6,0,3,0,0,0,0,1,24,6,7,6,0,68,0,0,0
19,135,7959,2,One cnty,100.0,103,4,3,1,0,0,0,3,1,0,0,0,21,0,1,0,0,3,0,0,0,17,0,0,0,0,0,17,0,8,0,9,0,0,0,0,0,6,0,10,8,0,33,0,0,0
19,137,10127,2,One cnty,53.5598,386,57,19,38,0,0,2,17,4,30,4,0,39,1,4,0,0,4,3,0,0,62,7,0,1,0,7,54,2,30,1,21,0,0,0,0,2,31,14,22,10,0,137,0,0,1
19,139,42965,4,Multiple counties,100.0,1747,308,109,199,0,1,7,101,28,158,11,2,62,4,18,4,2,55,8,0,5,155,8,0,5,0,3,147,6,105,0,36,0,0,0,0,63,144,22,96,114,0,622,0,48,17
19,141,14053,2,Multiple counties,100.0,264,29,10,19,0,0,0,10,5,12,2,0,16,0,2,0,0,3,3,0,0,11,3,0,0,2,1,8,0,2,1,5,0,0,0,0,13,39,30,10,19,0,89,0,0,0
19,143,6087,1,One cnty,100.0,75,2,0,2,0,0,0,0,0,2,0,0,5,1,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,4,0,4,0,0,0,0,5,17,30,1,0,0,6,0,0,0
19,145,15422,3,One cnty,100.0,371,65,18,47,0,0,0,18,10,35,2,0,27,3,0,0,0,3,4,0,1,31,11,0,9,1,1,20,0,15,3,2,0,0,0,0,5,43,11,10,15,0,148,0,0,5
19,147,9068,2,One cnty,100.0,333,27,12,15,0,2,0,10,9,6,0,0,11,4,2,0,0,0,0,0,1,14,1,0,1,0,0,13,0,9,0,4,0,0,0,0,2,32,44,14,8,0,174,0,0,0
19,149,24721,2,Multiple counties,100.0,440,67,11,56,1,0,0,10,1,50,4,1,59,2,22,0,3,9,1,0,2,60,1,0,0,0,1,59,0,51,0,8,0,0,0,0,2,57,38,22,3,0,93,0,0,0
19,151,6945,1,One cnty,100.0,123,12,3,9,0,0,0,3,1,6,1,1,12,1,0,0,0,4,0,0,1,18,1,0,1,0,0,17,0,6,2,9,0,0,0,0,0,15,0,6,3,0,51,0,0,0
19,153,505107,11,Multiple counties,99.4775,16508,4208,1427,2781,26,40,96,1265,259,2419,85,18,1225,101,85,13,23,348,136,13,19,2016,201,19,79,3,100,1787,103,903,80,701,3,0,0,0,513,1996,1291,232,485,2,3795,0,3,0
19,155,93585,3,One cnty,100.0,4811,1121,110,1011,4,13,15,78,40,934,33,4,451,11,11,0,31,126,72,22,7,290,24,2,6,0,16,266,5,145,7,109,0,0,0,0,4,364,168,378,160,0,1480,0,115,0
19,157,18451,2,One cnty,70.5219,326,96,40,57,0,4,1,35,4,46,6,1,10,3,2,0,2,6,1,0,0,44,5,0,3,0,2,39,0,29,0,10,0,0,0,0,2,40,19,15,8,0,77,0,0,0
19,159,5049,1,One cnty,100.0,12,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,0,1,0,0,0,0,0,2,0,0,0,0,4,0,0,0
19,161,9940,2,One cnty,78.5815,137,22,4,18,0,0,0,3,1,16,0,0,9,2,1,0,0,2,1,0,0,15,4,0,0,0,3,11,0,7,0,4,0,0,0,0,2,20,14,7,6,0,37,0,1,0
19,163,173204,10,Multiple counties,99.2766,6962,1099,350,749,5,23,86,236,117,562,61,9,859,44,86,29,29,224,86,19,11,356,56,19,16,0,21,293,33,206,4,50,0,0,0,0,35,356,195,558,316,2,2624,0,29,2
19,165,11862,2,One cnty,56.1668,127,23,0,23,0,0,0,0,3,20,0,0,14,2,0,0,2,5,0,0,0,24,2,0,0,0,2,22,0,13,0,9,0,0,0,0,0,20,2,22,0,0,13,0,0,0
19,167,34956,5,One cnty,100.0,422,23,10,13,0,0,0,10,1,12,0,0,25,6,15,0,0,2,1,0,0,25,2,0,0,0,2,23,0,12,0,11,0,0,0,0,0,78,6,14,1,0,226,0,0,0
19,169,97202,5,One cnty,92.9672,3201,341,57,284,1,2,4,50,14,252,15,1,134,16,7,0,2,58,8,1,5,250,36,5,9,0,21,214,4,163,1,46,0,0,0,0,2,415,343,485,81,0,1051,0,2,0
19,171,17233,3,One cnty,100.0,407,83,45,38,0,1,0,44,13,20,4,1,35,5,17,2,0,7,5,0,3,25,6,0,0,0,6,19,0,10,0,9,0,0,0,0,5,58,3,34,40,0,85,0,0,0
19,173,6173,1,One cnty,100.0,17,3,1,2,0,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,8,0,0,0
19,175,12439,2,One cnty,100.0,261,30,10,20,1,0,2,7,0,20,0,0,7,0,0,0,2,8,1,0,0,74,12,0,7,0,5,60,0,30,0,30,0,0,0,0,5,27,0,18,2,0,87,0,0,0
19,177,7291,1,One cnty,100.0,67,13,6,7,0,0,0,6,1,5,1,0,4,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,0,0,33,0,0,0
19,179,35024,2,One cnty,100.0,2221,375,99,276,0,2,5,92,26,234,11,5,129,5,7,0,4,67,16,0,5,110,6,0,3,0,3,99,0,62,0,37,0,0,0,0,2,101,164,84,36,0,1099,0,15,2
19,181,48828,4,Multiple counties,100.0,1211,237,108,129,1,6,1,100,24,100,5,0,82,9,5,1,2,23,13,0,1,221,27,0,10,1,16,192,6,128,1,57,0,0,0,0,4,156,9,67,29,0,348,0,0,4
19,183,22324,2,One cnty,100.0,328,90,45,45,0,1,4,40,10,29,6,0,17,1,1,0,0,9,0,0,0,68,9,0,4,0,5,59,2,41,0,16,0,0,0,0,1,25,6,9,10,0,91,0,0,0
19,185,6372,1,One cnty,100.0,35,3,2,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,4,4,0,2,1,0,17,0,0,0
19,187,36854,2,One cnty,100.0,1520,494,99,395,2,1,16,80,32,354,8,1,152,15,3,0,0,61,17,0,7,127,37,5,21,0,11,89,3,47,0,39,1,0,0,0,4,112,72,14,128,0,299,0,0,14
19,189,10867,2,Multiple counties,68.3767,119,14,8,6,0,0,0,8,3,3,0,0,4,1,0,0,1,2,0,0,0,22,2,0,2,0,0,20,0,12,0,8,0,0,0,0,0,24,2,10,2,0,37,0,0,0
19,191,20607,2,One cnty,100.0,312,54,8,46,0,1,0,7,2,41,3,0,9,2,11,0,0,9,3,0,2,80,2,0,1,0,1,77,1,57,0,19,0,0,0,0,1,60,36,13,2,0,30,0,0,0
19,193,102711,3,Multiple counties,100.0,6361,816,175,641,1,4,6,164,60,536,40,5,558,10,31,0,0,106,67,24,14,586,63,2,23,5,33,523,14,289,27,193,0,0,0,0,61,557,83,1067,217,1,2160,0,3,0
19,195,7554,1,One cnty,100.0,129,11,4,7,0,0,0,4,2,5,0,0,12,5,3,0,0,4,0,0,2,13,0,0,0,0,0,13,0,6,0,7,0,0,0,0,0,14,0,6,6,0,53,0,0,0
19,197,12670,4,One cnty,100.0,321,31,5,26,0,1,0,4,8,12,4,2,18,3,1,0,0,8,3,0,0,33,2,0,1,0,1,31,0,25,0,6,0,0,0,0,2,41,2,15,13,0,151,0,0,0
20,001,12527,5,One cnty,81.0489,726,159,21,138,3,2,1,15,4,128,5,1,95,1,10,3,3,24,5,0,1,135,50,0,17,3,29,85,1,46,0,37,0,0,0,0,5,74,59,3,36,0,110,0,0,0
20,003,7712,3,One cnty,94.7744,312,20,6,13,0,2,0,4,2,10,1,0,39,0,3,0,2,5,4,0,1,45,9,0,5,0,3,37,0,13,5,19,0,0,0,0,3,36,10,4,24,0,114,0,0,0
20,005,16220,2,One cnty,100.0,852,115,11,104,0,1,2,8,7,90,7,0,76,7,31,0,10,17,8,0,2,63,7,0,3,1,3,55,4,29,0,22,0,0,0,0,1,30,18,0,17,0,457,0,0,0
20,007,4794,3,One cnty,78.9529,121,9,4,5,0,0,0,4,2,3,0,0,24,0,3,0,1,4,0,0,0,8,2,0,1,0,1,7,1,4,0,1,0,0,0,0,0,17,4,0,4,0,45,0,0,0
20,009,26846,5,One cnty,79.2818,791,58,10,48,0,0,0,10,0,47,1,0,179,0,3,3,3,21,4,0,0,82,33,3,13,0,17,49,1,25,1,21,0,0,0,0,0,43,14,2,9,0,369,0,0,0
20,011,14550,3,One cnty,100.0,419,53,24,29,0,2,4,18,10,13,5,1,70,0,0,0,2,16,8,0,0,102,30,0,17,2,12,71,3,35,0,34,0,0,0,0,0,53,16,5,11,0,83,0,0,0
20,013,9677,3,Multiple counties,100.0,412,26,6,20,0,0,0,6,0,19,1,0,45,0,13,0,4,9,0,0,0,32,5,0,3,0,1,28,1,14,1,11,0,0,0,0,3,26,5,6,18,0,225,0,0,0
20,015,66554,10,One cnty,98.9482,2309,179,39,140,2,2,7,28,21,112,6,0,238,2,10,1,12,52,11,0,3,161,30,2,13,0,15,131,3,97,5,25,0,0,0,0,4,158,100,10,70,0,1297,0,0,0
20,017,2643,1,One cnty,83.3333,28,5,2,2,0,0,0,2,0,1,1,0,5,0,0,1,0,0,0,0,0,3,2,0,2,0,0,2,1,0,0,0,0,0,0,0,0,5,4,0,1,0,4,0,0,0
20,019,3337,3,One cnty,53.5211,76,7,1,5,0,0,0,1,0,4,0,0,10,0,0,0,1,3,0,0,0,17,3,0,2,0,1,14,0,11,0,3,0,0,0,0,0,12,3,0,2,0,20,0,0,0
20,021,20227,5,One cnty,96.8359,458,51,26,25,0,2,0,24,10,13,2,0,99,0,2,0,4,6,2,1,1,67,13,0,5,0,8,54,0,21,1,32,0,0,0,0,1,59,5,6,37,0,117,0,0,0
20,023,2657,2,One cnty,95.7439,34,3,0,3,0,0,0,0,0,2,1,0,4,0,1,0,0,0,0,0,0,3,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,20,0,0,0
20,025,2065,1,One cnty,91.6667,24,3,1,2,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,7,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,7,0,0,0
20,027,8265,3,One cnty,97.0569,270,16,9,7,0,0,0,9,3,3,1,0,32,0,2,0,0,8,1,0,0,43,9,0,4,0,5,33,0,11,2,20,0,0,0,0,1,24,33,0,6,0,103,0,0,0
20,029,9110,2,One cnty,100.0,256,26,10,16,0,3,0,7,2,14,0,0,40,1,0,0,3,7,4,0,3,46,15,0,7,0,7,32,0,19,3,9,0,0,0,0,0,32,17,2,5,0,70,0,0,0
20,031,8299,5,One cnty,85.7824,289,31,9,22,0,2,0,7,5,13,2,1,46,0,0,0,7,11,0,0,1,74,14,1,2,0,11,59,0,40,1,18,0,0,0,0,0,33,7,0,5,0,74,0,0,0
20,033,1825,3,One cnty,0.0,67,7,2,5,0,0,0,1,1,4,0,0,8,0,1,0,1,1,0,0,0,10,3,0,2,0,1,7,0,4,0,2,0,0,0,0,0,8,3,0,2,0,24,0,0,0
20,035,35497,6,One cnty,97.1772,1284,261,52,209,0,4,2,46,27,156,21,4,284,6,11,5,12,35,7,0,8,152,74,7,33,1,33,78,4,40,4,30,0,0,0,0,10,127,89,3,33,0,241,0,0,0
20,037,39017,9,One cnty,98.1211,1245,163,34,129,1,4,1,28,21,102,5,1,224,0,20,0,10,50,3,0,2,128,49,1,14,0,34,79,2,44,1,31,0,0,0,0,3,70,81,0,41,0,450,0,0,0
20,039,2914,2,One cnty,55.302,70,2,1,1,0,0,0,1,0,0,0,0,4,0,1,0,1,0,1,0,0,10,4,0,3,0,1,6,0,3,1,2,0,0,0,0,0,10,4,0,3,0,32,0,0,0
20,041,19107,4,One cnty,96.4097,483,33,14,19,1,3,2,8,2,16,1,0,90,5,2,0,2,6,2,0,5,63,18,0,13,1,4,45,0,30,0,15,0,0,0,0,5,61,10,2,23,0,173,0,0,0
20,043,7726,5,One cnty,93.6319,206,8,2,6,0,0,0,2,1,4,1,0,18,0,1,0,2,2,0,0,3,59,31,1,20,0,10,27,0,15,1,11,0,0,0,0,1,26,7,0,5,0,74,0,0,0
20,045,118832,5,One cnty,0.0,4249,483,105,378,2,9,8,86,37,318,19,4,589,15,30,11,33,122,22,1,12,607,113,7,57,3,46,493,16,317,10,150,0,0,0,0,15,436,236,15,125,0,1496,0,0,0
20,047,2936,2,One cnty,85.3542,42,5,0,4,0,0,0,0,2,2,0,0,6,1,0,0,0,2,0,0,0,7,5,0,4,0,1,2,0,1,0,1,0,0,0,0,0,6,1,0,3,0,9,0,0,0
